id,post_type,title,tokens,flags
45761,page,"Für eine Renaissance der klassischen Kultur","{""title_big"":11,""title_small"":3,""button"":7,""image"":4,""call_to_action_big"":1,""hr"":2,""toggle"":4,""blockquote"":2,""wide_bar"":5,""one_half"":6,""one_half_last"":6,""one_third"":1,""one_third_last"":4,""two_third"":4,""two_third_last"":1}","layout-columns converted to si-col divs — needs visual QA (+ .si-col CSS in theme)"
45811,page,"Who is Schiller?","{""title_big"":1,""title_small"":6,""image"":7,""hr"":1,""info_box"":1,""testimonial"":2,""one_half"":1,""one_half_last"":1,""one_third"":1,""one_third_last"":1,""two_third"":1,""two_third_last"":1}","layout-columns converted to si-col divs — needs visual QA (+ .si-col CSS in theme)"
46936,post,"Schiller Institute Conference in Bad Soden: Panel 1","{""title_big"":1}",
48403,page,"Why China’s ‘Debtbook Diplomacy’ is a Hoax","{""info_box"":1}",
48757,post,"Successful Launching of the BRIX at Belt & Road Business Forum in Stockholm","{""blockquote"":1}",
48943,post,"Seminar in Berlin: „Felix Jemen“ statt Völkermord!","{""toggle"":1}",
49010,page,"Новости и анализ",[],"dynamic:[ajax_load_more] — rebuild page on a CPT-archive template, do not convert"
49014,post,"Обращение Хельги Цепп-Ларуш в честь празднования Дня Победы","{""title_big"":1}",
49314,page,Test,[],"dynamic:[ajax_load_more] — rebuild page on a CPT-archive template, do not convert"
49936,post,"Friedrich Schiller Birthday Concert: Awakening the Mind and Heart","{""blockquote"":6}",
50651,post,"Wer ist Lyndon LaRouche","{""button"":1,""hr"":3,""wide_bar"":2,""one_half"":1,""one_half_last"":1}","layout-columns converted to si-col divs — needs visual QA (+ .si-col CSS in theme)"
50685,page,"Our Activity",[],"dynamic:[ajax_load_more] — rebuild page on a CPT-archive template, do not convert"
51043,post,"Schiller Institute Participates in Alexandrov Choir Commemoration","{""blockquote"":1}",
51112,page,"Schiller Institute Community Choruses",[],"dynamic:[ajax_load_more] — rebuild page on a CPT-archive template, do not convert"
51121,page,"Schiller Institute Community Chorus",[],"dynamic:[ajax_load_more] — rebuild page on a CPT-archive template, do not convert"
51132,page,"Helga Zepp-LaRouche",[],"dynamic:[ajax_load_more] — rebuild page on a CPT-archive template, do not convert"
51143,page,"Renaissance of Classical Culture",[],"dynamic:[ajax_load_more] — rebuild page on a CPT-archive template, do not convert"
51162,post,"Virginia Schiller Institute Chorus Rings in the New Year","{""blockquote"":1}",
52020,post,"Lyndon H. LaRouche jr. (1922-2019): Ein wohlgenutztes Talent","{""toggle"":2}",
52285,page,"Create a New Epoch for Mankind • February 16, 2019","{""tabs"":1}",
52304,post,"Konferenz: Schaffen wir eine neue, menschlichere Epoche für die Menschheit","{""toggle"":3}",
52641,page,"Schiller Institute Choruses","{""hr"":3,""info_box"":3}",
53415,post,"Houston Chorus Performs Mozart's Vespers & Spirituals","{""button"":1}",
53734,page,"Our economic development events",[],"dynamic:[ajax_load_more] — rebuild page on a CPT-archive template, do not convert"
53740,page,"Our musical events",[],"dynamic:[ajax_load_more] — rebuild page on a CPT-archive template, do not convert"
53745,page,"Our cultural events",[],"dynamic:[ajax_load_more] — rebuild page on a CPT-archive template, do not convert"
53749,page,"Economic development updates",[],"dynamic:[ajax_load_more] — rebuild page on a CPT-archive template, do not convert"
53887,post,"Schiller Institute NYC Chorus Memorializes LaRouche in Bronx Concert","{""hr"":1,""testimonial"":1}",
54056,post,"Zepp-LaRouche in China: ""The Highest Ideal of Mankind is the Potential of the Future""","{""hr"":1}",
54076,post,"Zepp-LaRouche spricht in Beijing bei Konferenz über Dialog der asiatischen Zivilisationen","{""hr"":1}",
54366,post,"Schiller Institute's Sébastien Périmony Goes to Ivory Coast & Angola","{""hr"":2}",
54504,page,"Northern Virginia Schiller Institute Community Chorus",[],"dynamic:[ajax_load_more] — rebuild page on a CPT-archive template, do not convert"
54519,post,"VA Community Chorus Concert: ""Scientia sine ars nihil est""","{""hr"":2}",
54861,post,"Conference: APOLLO +50","{""hr"":6}",
55241,post,Appell,"{""title_big"":1}",
55610,post,"Schiller Institute Seminar: The Role of the Belt & Road in Peace and Stability in West Asia & Africa","{""hr"":7}",
55739,post,"The Necessity of Redefining “Sustainable Development” as “Sustained Development”","{""hr"":2}",
55839,post,"Seminar: Ein rationaler Dialog über die außenpolitischen Absichten Chinas","{""title_small"":1,""hr"":8}",
57025,post,"New Year's Concert: Timeless Choruses of the Masters","{""button"":1,""hr"":1}",
57148,post,"EIR Releases Report Exposing Anti-China Hysteria as Part of Coup Against President Trump","{""button"":1,""hr"":1}",
57613,post,"Zerstörung Beethovens im Beethovenjahr 2020?","{""title_big"":1,""title_small"":4,""info_box"":1}",
57892,post,"A Conversation with NSA Whistleblowers: Rescuing the Republic from the Surveillance State","{""hr"":2,""applause"":3}",
58136,post,"COVID-19 Pandemic Forces Rethinking: International Cooperation Indispensable!","{""button"":1}",
58258,post,"Conference: Mankind’s Existence Now Depends on the Establishment of a New Paradigm!","{""hr"":7}",
58317,post,"Internet-Konferenz: Die Existenz der Menschheit hängt jetzt von der Schaffung eines neuen Paradigmas ab!","{""title_small"":33,""button"":1,""toggle"":17,""tabs"":1}",
58401,post,"Defeating the Pandemic, Part III: Industry, Infrastructure, and Political Requirements","{""call_to_action_big"":1}",
58469,post,"Eine neue Ebene der Menschlichkeit schaffen!","{""title_small"":4,""blockquote"":1}",
58532,post,"Bekämpfung der globalen Pandemie, Teil III: Industrie, Infrastruktur und politische Bedingungen","{""call_to_action_big"":1}",
58713,post,"Konferenzbericht: Aufbruch in das neue Paradigma","{""title_small"":9}",
58957,post,"Gipfeltreffen der Blockfreien Bewegung","{""title_small"":1}",
59048,post,"Video — The Economics of Defeating the Coronavirus","{""button"":1}",
59223,page,Petitionen,"{""title_small"":5}",
59421,post,"6. Juni 15- 18 Uhr Webinar: Neustart für die Weltwirtschaft unter den Bedingungen der Coronavirus-Pandemie!","{""button"":1}",
59435,post,"Video — The Economics of Defeating the Coronavirus","{""button"":1}",
59771,post,"Former Amb. of Burundi to the U.S. : “Get their knee off LaRouche’s ‘neck’. ”","{""button"":1}",
59849,post,"Ehemaliger Botschafter von Burundi in den USA:  „Nehmt euer Knie von LaRouches Hals""","{""button"":1}",
59900,post,"Conference: Will Humanity Prosper, or Perish? The Future Demands a 'Four-Power' Summit Now","{""button"":2}",
59966,post,"Konferenz 27. Juni: Wird die Menschheit prosperieren oder untergehen? Die Zukunft erfordert ein sofortiges Vier-Mächte-Gipfeltreffen","{""button"":2}",
60226,post,"27. Juni Konferenz: Wird die Menschheit prosperieren oder untergehen? Die Zukunft erfordert ein sofortiges Vier-Mächte-Gipfeltreffen","{""title_small"":9,""toggle"":24,""tabs"":1}",
60471,post,"Die Botschaft, die López Obrador Trump überbringen sollte: Ein Weltgipfel der Nationen ist dringend notwendig, um die Krise anzugehen","{""button"":1}",
60867,page,"Internet-Konferenz: Die Existenz der Menschheit hängt jetzt von der Schaffung eines neuen Paradigmas ab!","{""title_small"":33,""button"":1,""toggle"":17,""tabs"":1}",
61380,post,"Erster „splash down“ amerikanischer Astronauten seit den Apollo-Missionen","{""button"":1}",
61476,post,"Das nächste Hiroshima vor November? Wir brauchen eine Weltfriedensordnung!","{""button"":1}",
61731,post,"Internet-Konferenz: Kriegstreiberei bis zum Armageddon oder ein neues Paradigma souveräner Nationen, geeint durch die gemeinsamen Ziele der Menschheit?","{""button"":1,""toggle"":2,""info_box"":2,""tabs"":1}",
62407,page,"Kirk Wiebe und William Binney: ""Geheimdienstveteranen fordern Schließung des illegalen Überwachungsstaats""","{""toggle"":2}",
62444,page,"Lyndon H. LaRouche Jr. (1922-2019): Rede Labor-Day Konferenz des Schiller-Instituts 2000","{""toggle"":1}",
62459,page,"Marco Zanni: ""Warum das EU-Superstaatprojekt zum Scheitern verurteilt ist""","{""toggle"":1}",
62475,page,"Jason Ross: ""Menschlicher Fortschritt: die Entwicklung höherer Wissenschafts- und Technologieplattformen""","{""toggle"":1,""one_half"":1,""one_half_last"":1,""one_third"":2,""one_third_last"":1}","layout-columns converted to si-col divs — needs visual QA (+ .si-col CSS in theme)"
62488,page,"Dr. Stephen O. Dean: ""Wie wir die Kernfusion erreichen""","{""toggle"":1}",
62491,page,"Michael Paluszek: ""Kernfusionsbetriebene Marsmission""","{""toggle"":1,""one_third"":2,""one_third_last"":1}","layout-columns converted to si-col divs — needs visual QA (+ .si-col CSS in theme)"
62495,page,"Sergej Pulinez: ""Die Beziehung zwischen Politik und Wissenschaft""","{""toggle"":1}",
62509,page,"Paul Driessen: ""Werden wir dem Ökoimperialismus erlauben Entwicklung zu verhindern?""","{""toggle"":1}",
62516,page,"Philip Tsokolibane: ""LaRouche und die Entwicklung von Afrika""","{""toggle"":1}",
62521,page,"Dr. Kelvin Kemm: ""Kernenergie in Südafrika und Afrika""","{""toggle"":1}",
62608,page,"Dennis Small: ""Das LaRouche-Programm für den Planeten: 1,5 Mrd neue produktive Arbeitsplätze""","{""toggle"":1}",
62623,page,"Hassan Daud Butt: ""BRI und CPAC- Vorboten nachhaltiger Entwicklung""","{""toggle"":1}",
62636,page,"Dr. Björn Peters: ""Die Suche nach sauberer und billiger Energie""","{""toggle"":1}",
62641,page,"Diskussion: ""Baut ein Weltgesundheitssystem""","{""toggle"":7}",
62955,post,"11. Oktober: Chor des Schiller-Instituts führt Beethovens Missa Solemnis auf","{""button"":1}",
63047,page,"Dr. Natalia Vitrenko: ""Unüberbrückbare Probleme drängen die Welt in die Katastrophe""","{""toggle"":1}",
63832,page,,[],"dynamic:[ajax_load_more] — rebuild page on a CPT-archive template, do not convert"
63904,page,"Daily Beethoven — Sparks of Joy",[],"dynamic:[ajax_load_more] — rebuild page on a CPT-archive template, do not convert"
63909,page,"The Committee for the Coincidence of Opposites",[],"dynamic:[ajax_load_more] — rebuild page on a CPT-archive template, do not convert"
65633,post,"Die revolutionäre Denkmethode des Nikolaus von Kues","{""blockquote"":1}",
65771,page,"Das Komitee für die Coincidentia Oppositorum","{""call_to_action_big"":1,""blockquote"":1}",
66704,page,"Harley Schlanger Daily Strategic Updates",[],"dynamic:[ajax_load_more] — rebuild page on a CPT-archive template, do not convert"
66790,page,"Helga Zepp-LaRouche","{""hr"":2,""blockquote"":1,""tabs"":1,""one_half"":1,""one_half_last"":1}","layout-columns converted to si-col divs — needs visual QA (+ .si-col CSS in theme)"
67050,page,"""Grün"" bedeutet Tod – Es gibt keine Grenzen des Wachstums! Präsentationen","{""button"":1,""one_third"":6,""two_third_last"":6}","layout-columns converted to si-col divs — needs visual QA (+ .si-col CSS in theme)"
67273,page,"Beethoven als sokratischer Revolutionär","{""call_to_action_big"":1,""hr"":2}",
67291,page,"An den Quellen der Kreativität: Beethovens Hymne an die Freude","{""call_to_action_big"":1,""hr"":2,""blockquote"":2}",
67310,page,"Die physische Kraft der klassischen Poesie und Musik","{""call_to_action_big"":1,""hr"":2}",
67322,page,"Große Schönheit hören: Beethoven und Helen Keller","{""call_to_action_big"":1,""hr"":1,""blockquote"":1}",
67476,page,"""Grün"" bedeutet Tod","{""title_big"":1,""hr"":1}",
68179,page,,[],"dynamic:[portfolio] — rebuild page on a CPT-archive template, do not convert"
68372,post,"UAE’s Hope Mission: Mars Is “a Collaborative Project for the Entire Human Race”","{""one_half"":1,""one_half_last"":1}","layout-columns converted to si-col divs — needs visual QA (+ .si-col CSS in theme)"
68395,post,"Die Hope-Mission der VAE: Der Mars ist „ein Gemeinschaftsprojekt für die gesamte Menschheit“","{""one_half"":1,""one_half_last"":1}","layout-columns converted to si-col divs — needs visual QA (+ .si-col CSS in theme)"
68941,page,"The International LaRouche Youth Movement","{""hr"":2,""one_half"":4,""one_half_last"":4,""one_third"":1,""two_third_last"":1}","layout-columns converted to si-col divs — needs visual QA (+ .si-col CSS in theme)"
69762,page,"""Grün"" bedeutet Tod - Es gibt keine Grenzen des Wachstums","{""hr"":1,""one_half"":4,""one_half_last"":4}","layout-columns converted to si-col divs — needs visual QA (+ .si-col CSS in theme)"
70006,page,"Konferenz des Schiller-Instituts am 20. und 21. März 2021","{""hr"":2,""wide_bar"":1}",
70181,page,"„Grün“ bedeutet Tod – Es gibt keine Grenzen des Wachstums","{""one_half"":1,""one_half_last"":1}","layout-columns converted to si-col divs — needs visual QA (+ .si-col CSS in theme)"
70246,page,,"{""title_big"":3,""button"":2,""hr"":3}",
70470,post,"Conference invitation by Professor Leonardo Merino from Ecuador","{""title_big"":2,""button"":2}",
70500,post,"Conference Invitation by Professor Leonardo Merino from Ecuador","{""title_big"":2,""button"":2}",
70568,post,"Konferenzankündigung: Die Welt am Scheideweg!","{""button"":1}",
70581,post,"WORLD AT A CROSSROAD: Two Months into the New Administration","{""hr"":1}",
70864,post,"Konferenz: Die Welt am Scheideweg: Zwei Monate unter der Neuen US-Regierung","{""button"":1}",
71960,post,"Die revolutionäre Denkmethode des Nikolaus von Kues","{""blockquote"":1}",
72199,post,"Mit vereinten Kräften gegen Pandemie und Hungersnot","{""hr"":1,""testimonial"":1}",
72409,post,"Die Zivilisation an sich steht auf dem Spiel:","{""call_to_action_big"":1}",
72720,post,"Der Ibykus ist wieder da!","{""one_third"":3,""two_third_last"":3}","layout-columns converted to si-col divs — needs visual QA (+ .si-col CSS in theme)"
72952,post,"8. Mai 2021: Internationale Schiller-Institut/ ICLC Internetkonferenz","{""call_to_action_bar"":1}",
72992,post,"„Explosiver Mix aus steigenden Lebensmittelpreisen und Konflikten“ erhöht den Hunger in Westafrika um ein Drittel","{""call_to_action_bar"":1}",
73003,post,"Leitartikel der Global Times verteidigt „Industrialisierung“ der Entwicklungsländer gegenüber Klima-Geopolitik","{""call_to_action_bar"":1}",
73051,post,"Mexikos UN-Botschafter prangert die „Gleichgültigkeit“ der Welt gegenüber dem „Gespenst des Hungers“ an, das den Planeten heimsucht","{""call_to_action_bar"":1}",
73057,post,"WFP-Präsident Beasley unterzeichnete ein Memorandum of Understanding mit der venezolanischen Regierung, um den zunehmenden Hunger zu bekämpfen","{""call_to_action_bar"":1}",
73064,post,"„Den Armen die Energie zu entziehen, ist schlechte Klimapolitik“, warnt Bjorn Lomborg in einem China Daily-Artikel","{""call_to_action_bar"":1}",
73142,post,"Putin warnt den Westen: Überschreiten Sie nicht Rußlands rote Linien","{""call_to_action_bar"":1}",
73145,post,"Argentinien produziert als erstes iberoamerikanisches Land den Impfstoff Sputnik V","{""call_to_action_bar"":1}",
73151,post,"Chinesische COVID-19-Impfstoffproduzenten planen Technologietransfer in Entwicklungsländer","{""call_to_action_bar"":1}",
73163,post,"Chas Freeman warnt eindringlich vor der Verschlechterung der Beziehungen zwischen den USA und China.","{""call_to_action_bar"":1}",
73256,post,"Helga Zepp-LaRouche: Die größte Bedrohung ist nicht Klimawandel, sondern Atomkrieg und Gleichgültigkeit","{""button"":1,""call_to_action_bar"":1}",
73306,post,"Bush-Parteigänger warnen, daß die USA einen Krieg gegen China über Taiwan verlieren würden","{""button"":1,""call_to_action_bar"":1}",
73308,post,"Selbstmordbeobachtung: Tag eins von Bidens „Leaders-Summit“ über das Klima","{""button"":1,""call_to_action_bar"":1}",
73310,post,"Chas Freeman: Sanktionen sind „sowohl heuchlerisch und kontraproduktiv als auch grausam“","{""button"":1,""call_to_action_bar"":1}",
73399,post,"Mars-Helikopter stellt neue Rekorde auf!","{""button"":1,""call_to_action_bar"":1}",
73401,post,"Pandemie gewinnt in Indien die Oberhand; Biden schaut in die andere Richtung","{""button"":1,""call_to_action_bar"":1}",
73403,post,"New Yorker Chor des Schiller-Instituts widmet Konzert dem „Geist der Elbe“","{""button"":1,""call_to_action_bar"":1}",
73469,post,"Bericht: Rußland bringt Weizen, Öl, Medikamente nach Syrien","{""button"":1,""call_to_action_bar"":1}",
73471,post,"Vier Tage dauerte es, bis viele Länder auf Indiens Kampf gegen COVID-19 aufmerksam wurden","{""button"":1,""call_to_action_bar"":1}",
73625,post,"Mexikanischer und russischer Außenminister unterzeichnen bei Treffen in Moskau weitreichende Abkommen","{""button"":1,""call_to_action_bar"":1}",
73627,post,"Putin spricht mit Modi, während Flugzeugladungen voll russischer Hilfe starten","{""button"":1,""call_to_action_bar"":1}",
73629,post,"Rosatom startet „Atome für die Menschheit“","{""button"":1,""call_to_action_bar"":1}",
73631,post,"Lyle Goldstein stellt eine „unbequeme Frage“: Warum bedrohen die USA das nukleare Rußland an so vielen Fronten?","{""button"":1,""call_to_action_bar"":1}",
73635,post,"Ehemaliger britischer Außenminister will globales faschistisches System zur Bekämpfung von CO2","{""button"":1,""call_to_action_bar"":1}",
73637,post,"China startet das Kernmodul seiner Raumstation","{""button"":1,""call_to_action_bar"":1}",
73639,post,"Skandinavien und Europa über Pakistan an die BRI anbinden","{""button"":1,""call_to_action_bar"":1}",
73682,post,"Tulsi Gabbard wendet sich gegen den Versuch, die Menschen nach Hautfarbe und ethnischer Zugehörigkeit zu unterteilen","{""button"":1,""call_to_action_bar"":1}",
73684,post,"US-Außenminister Blinken besucht die Ukraine am 5. und 6. Mai","{""button"":1,""call_to_action_bar"":1}",
73687,post,"Indien: eine verspätete Mobilisierung beginnt","{""button"":1,""call_to_action_bar"":1}",
73689,post,"Ramsey Clark: Ein Mann mit Courage","{""button"":2,""call_to_action_bar"":1}",
73740,post,"Kissinger über Kriegsgefahr zwischen den USA und China","{""button"":1,""call_to_action_bar"":1}",
73797,post,"Polizeistaatliche Maßnahmen gegen Demonstranten mit 'falschen' Gedanken","{""button"":1,""call_to_action_bar"":1}",
73799,post,"Economist benennt „den gefährlichsten Ort der Welt“: Taiwan","{""button"":1,""call_to_action_bar"":1}",
73801,post,"Zakharova warnt vor Fallstricken des westlichen „Sanktionskriegs“","{""button"":1,""call_to_action_bar"":1}",
73864,post,"Ein zu wenig vorbereitetes Indien taumelt unter dem Angriff der zweiten Covid-19-Welle","{""button"":1,""call_to_action_bar"":1}",
73866,post,"Der Westen schickt einen Fingerhut voll Hilfe nach Indien","{""button"":1,""call_to_action_bar"":1}",
73868,post,"Conference: The Moral Collapse of the Trans-Atlantic World Cries Out for a New Paradigm","{""title_big"":1,""button"":1,""hr"":1}",
73899,post,"Konferenz: Der moralische Bankrott der transatlantischen Welt schreit nach einem Neuen Paradigma","{""title_big"":5,""button"":1,""hr"":2}",
73948,page,,"{""title_big"":1,""hr"":2,""toggle"":1,""blockquote"":2,""wide_bar"":1,""one_half"":1,""one_half_last"":1,""one_third"":1,""two_third_last"":1}","layout-columns converted to si-col divs — needs visual QA (+ .si-col CSS in theme)"
74041,page,"Stop the Sanctions","{""title_small"":2,""button"":1,""hr"":2,""one_half"":1,""one_half_last"":1}","layout-columns converted to si-col divs — needs visual QA (+ .si-col CSS in theme)"
74043,page,"Stoppt die Sanktionen!","{""title_small"":2,""button"":1,""hr"":2,""one_half"":1,""one_half_last"":1}","layout-columns converted to si-col divs — needs visual QA (+ .si-col CSS in theme)"
74104,post,"Dr. Hans Köchler - Unilaterale Wirtschaftssanktionen: Unmoral und Arroganz der Großmachtpolitik","{""hr"":1}",
74254,post,"Videos - Sanktionen sind völkerrechtswidrig","{""title_big"":1,""button"":1,""hr"":1}",
74457,page,"Newsletter des internationalen Schiller-Instituts","{""hr"":1}",
75063,page,"Internationale Schiller-Institut Internetkonferenz, 26. u. 27. Juni 2021","{""title_big"":1,""hr"":1}",
75197,post,"Valdai Club bei St. Petersburger Wirtschaftsforum: „Dollar als Waffe“ zwingt die Welt, diese Währung zu verlassen","{""call_to_action_big"":1}",
75202,post,"Lateinamerika wendet sich zwecks wirtschaftlicher Beziehungen Eurasischer Wirtschaftsunion zu","{""call_to_action_big"":1}",
75238,post,"Klima-Wissenschaftler erklärt, beim 'Klima-Notstand' ginge es nur um Finanzen","{""call_to_action_big"":1,""hr"":1}",
75243,post,"Chinesisches Außenministerium entlarvt Michael Gordons Wuhan-Lügen als Kriegsprovokation","{""call_to_action_big"":1,""hr"":1}",
75318,post,"Second ""Dialogue on Climate"" Webinar in Italy","{""call_to_action_big"":1}",
75332,post,"China Constructs a Mobile Covid-testing Lab in Ten Hours, Capable of One Million Tests/Day","{""call_to_action_big"":1}",
75369,post,"Zweites Webinar zum „Klimadialog“ in Italien","{""call_to_action_big"":1,""hr"":1}",
75372,post,"China baut mobiles Covid-Testlabor für 1 Million Tests pro Tag innerhalb von zehn Stunden","{""call_to_action_big"":1,""hr"":1}",
75376,post,"WHO Director General: G7 Health Declaration Is Insufficient","{""call_to_action_big"":1,""hr"":1}",
75380,post,"World Food Program Director David Beasley Sounds the Alarm on Famine in Ethiopia","{""call_to_action_big"":1,""hr"":1}",
75400,post,"China Space Agency Lays Out Exploration Plans","{""call_to_action_big"":1,""hr"":1}",
75405,post,"Green Dealers Have To Digest Swiss Vote against Them","{""call_to_action_big"":1}",
75417,post,"Diplomacy by Example: Ibero-America Shares Its Vaccine Production","{""call_to_action_big"":1}",
75430,post,"Iraq Plans Eight Nuclear Reactors, Looks to Russia for Help","{""call_to_action_big"":1}",
75446,post,"Diplomatie durch gutes Beispiel: Lateinamerika teilt seine Impfstoffproduktion","{""call_to_action_big"":1}",
75448,post,"„Green Dealer“ müssen das Schweizer Votum verdauen","{""call_to_action_big"":1}",
75452,post,"Chinesische Raumfahrtbehörde legt Weltraumerkundungspläne vor","{""call_to_action_big"":1}",
75455,post,"WHO-Generaldirektor: G7-Gesundheitserklärung ist unzureichend","{""call_to_action_big"":1}",
75457,post,"Welternährungsprogramm-Direktor David Beasley schlägt Alarm wegen der Hungersnot in Äthiopien","{""call_to_action_big"":1}",
75468,post,"Roscosmos Head Rogozin Calls for Global Cooperation Against Space Threats to the Planet","{""call_to_action_big"":1}",
75480,post,"Shenzhou Astronauts Are on Their Way to the Space Station!","{""call_to_action_big"":1}",
75492,post,"Putin Emphasizes Importance of U.S.-Russian Space Cooperation in NBC Interview","{""call_to_action_big"":1}",
75508,post,"Präzedenzfall für Europa? Schweiz lehnt CO2-Gesetz ab","{""call_to_action_big"":1}",
75525,post,"NBC-Interview: Putin betont die Bedeutung der amerikanisch-russischen Raumfahrtkooperation","{""call_to_action_big"":1}",
75527,post,"Roscosmos-Chef Rogosin ruft zu globaler Zusammenarbeit gegen Bedrohungen aus dem Weltraum auf","{""call_to_action_big"":1}",
75529,post,"Shenzhou-Astronauten auf dem Weg zur Raumstation","{""call_to_action_big"":1}",
75614,post,"Matlock: Wir haben uns von Grundsatzvereinbarungen mit Rußland zurückgezogen","{""call_to_action_big"":1}",
75616,post,"Jake Sullivan von der NSA: Biden und Xi Jinping konferieren bald","{""call_to_action_big"":1}",
75652,post,"Schweiz: Vor allem junge Menschen stimmten gegen das CO2-Gesetz","{""call_to_action_big"":1}",
75750,post,"Afrika wird von dritter Covid-Welle getroffen; eine gerechte Impfstoffverteilung hätte sie verhindern können","{""call_to_action_big"":1}",
75752,post,"Führendes Mitglied des Valdai-Diskussionsklubs ruft zum strategischen Vier-Mächte-Dialog auf","{""call_to_action_big"":1}",
76576,post,"LaRouche Legacy Foundation veranstaltet Internetseminar: Sind Sie endlich bereit, etwas über Wirtschaft zu lernen?","{""title_big"":1}",
76940,page,"Es gibt keinen 'Klimanotstand'","{""title_big"":1,""button"":1,""call_to_action_big"":1}",
77363,page,Konferenz,"{""title_big"":1,""call_to_action_big"":4,""testimonial"":1}",
77912,post,"Afghanistan-Internetkonferenz des Schiller-Instituts: Ein Entwicklungsprogramm sofort in Angriff nehmen","{""call_to_action_big"":1}",
77978,post,"Das Goddard-Institut der NASA schüttet kaltes Wasser auf die Verkaufsmasche ‚Klimawandel‘","{""call_to_action_big"":1,""hr"":1}",
77988,page,"Shakespeare In Exile","{""title_big"":6,""button"":20,""hr"":4,""wide_bar"":6,""one_half"":3,""one_half_last"":3,""one_third"":7,""one_third_last"":3,""two_third_last"":1}","layout-columns converted to si-col divs — needs visual QA (+ .si-col CSS in theme)"
78122,post,"Klimamodelle: Mit genügend „freien Parametern“ kann man aus den Daten alles ableiten","{""call_to_action_big"":1}",
79419,post,"Herzlichen Glückwunsch Lyndon LaRouche - Shakespeare im Exile","{""button"":1}",
80125,post,"Das Große Erwachen","{""button"":1}",
80328,page,"Afghanistan am Scheideweg","{""title_big"":5,""button"":13,""hr"":1,""wide_bar"":3,""one_half"":5,""one_half_last"":5,""one_third"":4,""one_third_last"":2}","layout-columns converted to si-col divs — needs visual QA (+ .si-col CSS in theme)"
80924,post,"International Youth Call with Helga Zepp-LaRouche","{""button"":1}",
81173,post,"Internetkonferenz am 13. und 14. November 2021","{""toggle"":7}",
81191,post,"Helga Zepp-LaRouche sprach auf dem „Internationalen Akademischen Forum in China 2021“","{""title_big"":1}",
82066,page,test,"{""wide_bar"":1,""one_half"":2,""one_half_last"":2}","layout-columns converted to si-col divs — needs visual QA (+ .si-col CSS in theme)"
85492,post,"Helga Zepp-LaRouche: Lügen und Wahrheiten über die Ukraine","{""button"":1}",
86004,post,"Internet-Konferenz am 9. April 2022: Die Schaffung einer neuen Sicherheits- und Entwicklungsarchitektur für alle Nationen","{""button"":1,""call_to_action_big"":1,""toggle"":1}",
89159,post,"Eingefrorene afghanische Vermögenswerte verhindern Bemühungen zur Räumung von Landminen","{""call_to_action_big"":1}",
90035,page,"Weltweite Reaktionen auf die Nazi-Hitliste der Ukraine","{""call_to_action_big"":2}",
90181,post,"Video:  Baerbock muss Selenskyjs ""schwarze Liste"" zurückweisen.","{""button"":1}",
90423,post,"Weltweite Reaktionen auf die Nazi-Hitliste der Ukraine – Teil 2","{""call_to_action_big"":2}",
90545,post,"Internationaler Druck erzwingt Löschung der ukrainischen Hitliste von der CCD-Webseite: Jetzt weiter mobilisieren!","{""call_to_action_big"":1}",
91628,page,"Den atomaren 3. Weltkrieg stoppen: Weg mit den neuen Goebbels-Propaganda-Operationen!","{""button"":3,""hr"":2,""blockquote"":1,""wide_bar"":6,""one_half"":5,""one_half_last"":5,""one_third"":3,""two_third_last"":3}","layout-columns converted to si-col divs — needs visual QA (+ .si-col CSS in theme)"
91747,post,"Mobilisierung Alarmstufe Rot: Den atomaren 3. Weltkrieg stoppen: Weg mit den neuen Goebbels-Propaganda-Operationen!","{""button"":1}",
92018,post,"Sabotage under Cover of Fog, By Lt.Col Ralph Bosshard","{""hr"":2}",
92217,post,"Internationale Schiller-Institut Konferenz, 27. Oktober: Für den Weltfrieden - Stoppt die Atomkriegsgefahr","{""blockquote"":1}",
92463,post,"„Stoppt die Atomkriegsgefahr jetzt!“ - Drittes Seminar der politischen und sozialen Führer der Welt","{""hr"":1}",
92773,post,"Schiller-Institut spricht bei BRICS-Forschungskonferenz","{""blockquote"":1}",
92780,post,"Aussichten für eine auf Fusionsenergie basierende Wirtschaft für die BRICS-Staaten und ihre Partner","{""blockquote"":3}",
94474,post,"Helga Zepp-LaRouche: Warum befindet sich Deutschland im Griff der Kriegstreiber?","{""toggle"":1}",
94537,post,"Internetkonferenz: Das Zeitalter der Vernunft oder die Auslöschung der Menschheit?","{""toggle"":8}",
95832,post,"Ohne die Entwicklung aller Nationen kann es keinen dauerhaften Frieden auf dem Planeten geben","{""hr"":1,""toggle"":34}",
97668,post,"Am Rande eines neuen Weltkriegs: Die europäischen Nationen müssen mit dem Globalen Süden kooperieren!","{""toggle"":13,""one_half"":1,""one_half_last"":1}","layout-columns converted to si-col divs — needs visual QA (+ .si-col CSS in theme)"
97978,post,"Die Internationale Friedenskoalition","{""button"":114,""call_to_action_big"":1,""hr"":102,""one_half"":1,""one_half_last"":1,""one_third"":2,""two_third_last"":2}","layout-columns converted to si-col divs — needs visual QA (+ .si-col CSS in theme)"
98417,post,"Internationale Internetkonferenz des Schiller-Instituts : Laßt uns gemeinsam mit der globalen Mehrheit ein neues Kapitel der Weltgeschichte aufschlagen!","{""hr"":1,""toggle"":15}",
