legacy_id,post_type,post_status,language,trid,slug,title,date,legacy_url,categories,rule,proposed_type,confidence,needs_review,proposed_topics,proposed_regions,proposed_campaigns,proposed_series,notes,final_type,final_topics,reviewer,person_hints
58943,post,publish,de,21167,anmerkungen-von-helga-zepp-larouche-zum-gedenken-anlaslich-des-75-jahrestages-des-treffens-an-der-elbe,Anmerkungen von Helga Zepp-LaRouche zum Gedenken anläßlich des 75. Jahrestages des Treffens an der Elbe,2020-05-07,,helga-zepp-larouche-de|updates-de|hzl-text-de,R9,post,auto,0,,,,,,,peace-strategy,fable-day1,Helga Zepp-LaRouche
58957,post,publish,de,21169,gipfeltreffen-der-blockfreien-bewegung,Gipfeltreffen der Blockfreien Bewegung,2020-05-07,,updates-de|updates-development-de,R9,post,auto,0,physical-economy,,,,,,,,
58995,post,publish,de,21173,larouche-legacy-foundation-gibt-veroffentlichung-von-band-i-der-gesammelten-werke-von-lyndon-larouche-bekannt,LaRouche Legacy Foundation gibt Veröffentlichung von Band I der Gesammelten Werke von Lyndon LaRouche bekannt,2020-05-08,,coverage-de|coverage-de-2,R5.1,si_coverage,auto,0,,,,,coverage category (deterministic),,,,
59004,post,publish,en,21178,coronavirus-petition-for-global-health-infrastructure,Coronavirus Petition: For Global Health Infrastructure,2020-05-08,,studies-science|activity-initiatives|updates-finance,R6,si_statement,low,1,physical-economy|science-space,,,,statement-ish title keyword,si_statement,,fable-day1,Helga Zepp-LaRouche
59048,post,publish,en,21185,economics-of-defeating-the-coronavirus,Video — The Economics of Defeating the Coronavirus,2020-05-11,,allgemein|updates-war|studies-economic|studies-science,R9,post,auto,0,peace-strategy|physical-economy|science-space,,,,,,,,
59156,post,publish,de,21178,coronavirus-petition-for-global-health-infrastructure,Coronavirus-Petition: Für eine Weltgesundheitsinfrastruktur,2020-05-08,,updates-finance-de|activity-initiatives-de|studies-science-de,R6,si_statement,low,1,physical-economy|science-space,,,,statement-ish title keyword,si_statement,,fable-day1,
59168,post,publish,en,21202,webcast-this-is-the-big-one,"Webcast—""This is the Big One""",2020-05-13,,hzl-webcast|updates-finance,R3,si_video,high,0,physical-economy,,,weekly-webcast-hzl,,,,,
59204,post,publish,de,21202,webcast-this-is-the-big-one,Webcast—Dunkles Zeitalter droht - Wir brauchen das globale Wirtschaftswunder!,2020-05-13,,webcast-mit-helga-zepp-larouche|webcast-de|updates-finance-de,R3,si_video,high,0,physical-economy,,,weekly-webcast-hzl,,,,,
59223,page,publish,de,21210,petitionen,Petitionen,2020-05-16,,,R9,page,auto,0,,,,,,,,,
59228,post,publish,de,21211,petition-larouche-rehabilitieren,Petition: LaRouche rehabilitieren,2019-04-01,,activity-de|activity-initiatives-de,R6,si_statement,low,1,,,,,statement-ish title keyword,si_statement,,fable-day1,Lyndon LaRouche
59256,post,draft,en,21219,,Das Urteil von Karlsruhe bietet eine Chance für einen Neuanfang Europas!,2020-05-18,,allgemein,R9,post,auto,0,,,,,,,,,
59268,post,publish,de,21222,das-urteil-von-karlsruhe-bietet-eine-chance-fur-einen-neuanfang-europas,Das Urteil von Karlsruhe bietet eine Chance für einen Neuanfang Europas!,2020-05-18,,,R9,post,auto,0,,,,,,,physical-economy,fable-day1,
59332,post,publish,en,21230,webcast-americas-historic-enemies-and-trumps-russiagate-enemies-are-behind-the-escalation-against-china,Webcast — America's Historic Enemies (and Trump's Russiagate Enemies) Are Behind the Escalation Against China,2020-05-20,,allgemein|updates-space|hzl-webcast|updates-finance,R3,si_video,high,0,physical-economy|science-space,,,weekly-webcast-hzl,,,,,
59363,post,publish,de,21235,xi-jinpings-rede-bei-der-wha-last-uns-als-einheit-zusammenarbeiten-um-das-coronavirus-zu-besiegen-und-stellt-den-menschen-immer-in-den-mittelpunkt,"Xi Jinpings Rede bei der WHA: „Laßt uns als Einheit zusammenarbeiten"" um das Coronavirus zu besiegen, und stellt den Menschen immer in den Mittelpunkt",2020-05-22,,bri-de|updates-de|updates-development-de,R9,post,auto,0,great-projects|physical-economy,,,,,,,,
59370,post,publish,de,21240,cgtn-stellt-fusionsforschung-im-programm-entschlusselung-der-zukunft-vor,CGTN stellt Fusionsforschung im Programm „Entschlüsselung der Zukunft“ vor,2020-05-22,,updates-de|studies-science-de,R9,post,auto,0,science-space,,,,,,,,
59383,post,publish,en,21242,stop-the-hunger-pandemic-save-farmers-deliver-the-food,"Stop the Hunger Pandemic! Save Farmers, Deliver the Food",2020-05-23,,allgemein|activity-initiatives|updates-development,R6,si_statement,low,1,physical-economy,,,,activity-initiatives category — many are ordinary reports; verify | mobilization call,si_statement,verify,fable-day1,
59397,post,publish,de,21230,webcast-americas-historic-enemies-and-trumps-russiagate-enemies-are-behind-the-escalation-against-china,Webcast — Anti-China-Propaganda ist gefährlicher als Russiagate,2020-05-20,,webcast-mit-helga-zepp-larouche|webcast-de|updates-space-de|updates-finance-de,R3,si_video,high,0,physical-economy|science-space,,,weekly-webcast-hzl,,,,,
59421,post,publish,de,21248,webinar-neustart-fur-die-weltwirtschaft-unter-den-bedingungen-der-coronavirus-pandemie,6. Juni 15- 18 Uhr Webinar: Neustart für die Weltwirtschaft unter den Bedingungen der Coronavirus-Pandemie!,2020-05-24,,location-germany-de,R9,post,auto,0,,germany,,,,,physical-economy,fable-day1,
59435,post,draft,de,21185,economics-of-defeating-the-coronavirus,Video — The Economics of Defeating the Coronavirus,2020-05-11,,weltkrieg-stoppen|studies-economic-de|studies-science-de,R9,post,auto,0,peace-strategy|physical-economy|science-space,,,,,,,,
59454,page,draft,de,21254,,Stoppt die Hungerpandemie! Rettet die Landwirtschaft! Produziert Nahrungsmittel!,2020-05-26,,,RETIRE,retire,medium,1,,,,,non-published page (09 §6) — a few drafts may be keep-worthy,retire,,fable-day1,
59471,post,publish,de,21242,stop-the-hunger-pandemic-save-farmers-deliver-the-food,Stoppt die Hungerpandemie! Rettet die Landwirtschaft! Produziert Nahrungsmittel!,2020-05-23,,updates-development-de|activity-initiatives-de,R6,si_statement,low,1,physical-economy,,,,activity-initiatives category — many are ordinary reports; verify | DE pair of 59383,si_statement,,fable-day1,
59484,post,publish,en,21261,helga-zepp-larouche-makes-an-appeal-to-american-citizens-what-the-world-needs-from-america,Helga Zepp-LaRouche Makes 'An Appeal to American Citizens: What the World Needs from America!',2020-05-27,,hzl|hzl-text|updates-development|updates-finance,R6,si_statement,low,1,physical-economy,,,,statement-ish title keyword,si_statement,,fable-day1,Helga Zepp-LaRouche
59486,post,publish,zh-hans,21178,coronavirus-petition-for-global-health-infrastructure,请愿：呼吁全球卫生和经济基础设施,2020-05-27,,allgemein-zh-hans,R9,post,auto,0,,,,,ZH pair of coronavirus petition 59004/59156,si_statement,,fable-day1,
59641,post,publish,en,21282,nasa-cooperation-above-geopolitics,NASA: Cooperation Above Geopolitics,2020-05-28,,allgemein,R9,post,auto,0,,,,,,,science-space,fable-day1,
59673,post,publish,en,21285,webcast-how-can-you-reopen-an-economy-which-no-longer-exists,"Webcast: How Can you ""Reopen"" an Economy Which No Longer Exists?",2020-05-29,,allgemein,R9,post,auto,0,,,,weekly-webcast-hzl,,si_video,,fable-day1,
59687,post,publish,de,21261,helga-zepp-larouche-makes-an-appeal-to-american-citizens-what-the-world-needs-from-america,Appell an die amerikanischen Bürger: Was die Welt von Amerika braucht!,2020-05-27,,helga-zepp-larouche-de|hzl-text-de|updates-development-de,R9,post,auto,0,physical-economy,,,,DE pair of appeal 59484 | DE pair of appeal 59484,si_statement,,fable-day1,Helga Zepp-LaRouche
59694,post,publish,de,21282,nasa-cooperation-above-geopolitics,NASA: Zusammenarbeit vor Geopolitik,2020-05-28,,updates-space-de|updates-development-de,R9,post,auto,0,physical-economy|science-space,,,,,,,,
59713,post,publish,de,21296,notgipfel-von-trump-xi-putin-und-modi-ist-unerlaslich-fur-weltfrieden,"Notgipfel von Trump, Xi, Putin und Modi ist unerläßlich für Weltfrieden!",2020-05-31,,updates-de|hzl-text-de,R9,post,auto,0,,,,,,,peace-strategy,fable-day1,
59715,post,publish,de,21285,webcast-how-can-you-reopen-an-economy-which-no-longer-exists,Webcast: Von der Leyen ist der Niedergang Europas,2020-05-29,,webcast-mit-helga-zepp-larouche,R3,si_video,high,0,,,,weekly-webcast-hzl,,,,,
59721,post,publish,en,21298,the-way-out-of-the-crises-a-new-paradigm-for-civilization,The Way Out of the Crises - A New Paradigm for Civilization,2020-06-04,,allgemein,R9,post,auto,0,,,,,,,new-paradigm,fable-day1,
59733,post,publish,en,21300,webcast-space-launchcounter-coup-openings-to-defeat-the-british-chaos-scenario,Webcast: Space Launch/Counter-coup = Openings to Defeat the British Chaos Scenario,2020-06-04,,allgemein,R9,post,auto,0,,,,weekly-webcast-hzl,,si_video,,fable-day1,
59747,post,publish,de,21303,heute-live-1500-1800-webinar-neustart-fur-die-weltwirtschaft-unter-den-bedingungen-der-coronavirus-pandemie,Webinar: Neustart für die Weltwirtschaft unter den Bedingungen der Coronavirus-Pandemie!,2020-06-06,,activity-conference-de|location-germany-de,R9,post,auto,0,,germany,,,,,physical-economy,fable-day1,
59768,post,publish,de,21300,webcast-space-launchcounter-coup-openings-to-defeat-the-british-chaos-scenario,"Webcast: Sind die USA am Ende, oder stehen sie am Anfang einer Ära?",2020-06-04,,webcast-mit-helga-zepp-larouche|hzl-video-de,R3,si_video,high,0,,,,weekly-webcast-hzl,,,,,
59771,post,publish,en,21308,former-amb-of-burundi-to-the-u-s-get-their-knee-off-larouches-neck-%e2%80%af,Former Amb. of Burundi to the U.S. : “Get their knee off LaRouche’s ‘neck’. ”,2020-06-09,,allgemein|activity-initiatives,R6,si_statement,low,1,,,,,activity-initiatives category — many are ordinary reports; verify,post,,fable-day1,Jacques Bacamurwanko | former Ambassador of Burundi to the U.S.
59849,post,publish,de,21308,former-amb-of-burundi-to-the-u-s-get-their-knee-off-larouches-neck-%e2%80%af,"Ehemaliger Botschafter von Burundi in den USA:  „Nehmt euer Knie von LaRouches Hals""",2020-06-09,,coverage-de|activity-initiatives-de,R5.1,si_coverage,auto,0,,,,,coverage category (deterministic) | pair sync with 59771 | pair sync with 59771,post,,fable-day1,Jacques Bacamurwanko | ehem. Botschafter Burundis in den USA
59862,post,publish,en,21319,webcast-the-new-violence-is-being-deployed-in-defense-of-the-broken-down-paradigm,"Webcast: The ""New Violence"" Is Being Deployed in Defense of the Broken-down Paradigm",2020-06-10,,hzl|hzl-webcast|hzl-video,R3,si_video,high,0,,,,weekly-webcast-hzl,,,,,Helga Zepp-LaRouche
59896,post,publish,de,21319,webcast-the-new-violence-is-being-deployed-in-defense-of-the-broken-down-paradigm,Webcast: Der Fall Floyd: Militarisierung der Polizei und Schreibtisch-Rassismus,2020-06-10,,helga-zepp-larouche-de|webcast-mit-helga-zepp-larouche|webcast-de|hzl-video-de,R3,si_video,high,0,,,,weekly-webcast-hzl,,,,,Helga Zepp-LaRouche
59900,post,publish,en,21325,conference-will-humanity-prosper-or-perish-the-future-demands-a-four-power-summit-now,"Conference: Will Humanity Prosper, or Perish? The Future Demands a 'Four-Power' Summit Now",2020-06-11,,allgemein,R9,post,auto,0,,,,,,,peace-strategy,fable-day1,
59966,post,publish,de,21325,conference-will-humanity-prosper-or-perish-the-future-demands-a-four-power-summit-now,Konferenz 27. Juni: Wird die Menschheit prosperieren oder untergehen? Die Zukunft erfordert ein sofortiges Vier-Mächte-Gipfeltreffen,2020-06-11,,activity-conference-de|location-germany-de,R4,si_conference,medium,1,,germany,,,conference post — promote-vs-link decision in conference-map (C5),post,,fable-day1,Helga Zepp-LaRouche
60002,post,publish,de,21336,ausweg-aus-der-weltkrise-nur-mit-kernenergie-fusion-raumfahrt,"Ausweg aus der Weltkrise – nur mit Kernenergie, Fusion, Raumfahrt",2020-06-16,,activity-de|location-germany-de,R9,post,auto,0,,germany,,,,,science-space,fable-day1,
60014,slider,draft,de,21338,,,2020-06-16,,,RETIRE,retire,auto,0,,,,,Vanguard demo/infra type,,,,
60016,post,publish,en,21340,archbishop-of-lima-celebrates-mass-with-the-pictures-of-5000-peruvians-killed-by-covid-19,"Archbishop of Lima Celebrates Mass with the Pictures of 5,000 Peruvians Killed by COVID-19",2020-06-17,,updates-development,R9,post,auto,0,physical-economy,,,,,,,,
60041,post,publish,en,21343,webcast-day-of-action-brings-youth-into-mobilization-for-1-5-billion-jobs-w-the-larouche-plan,"Webcast: ""Day of Action"" Brings Youth Into Mobilization for 1.5 Billion Jobs with the LaRouche Plan",2020-06-17,,allgemein|hzl|hzl-webcast|hzl-video,R3,si_video,high,0,,,,weekly-webcast-hzl,,,,,Helga Zepp-LaRouche
60095,post,publish,de,21343,webcast-day-of-action-brings-youth-into-mobilization-for-1-5-billion-jobs-w-the-larouche-plan,"Webcast: Internationale Jugend mobilisiert für 1,5 Milliarden Arbeitsplätze!",2020-06-17,,helga-zepp-larouche-de|webcast-mit-helga-zepp-larouche|webcast-de|hzl-video-de,R3,si_video,high,0,,,,weekly-webcast-hzl,,,,,Helga Zepp-LaRouche
60098,post,publish,en,21349,the-economic-value-of-culture-what-is-your-culture-worth,VIDEO: The Economic Value of Culture: What Is Your Culture Worth?,2020-06-19,,allgemein,R9,post,auto,0,,,,,,si_video,classical-culture,fable-day1,
60139,post,publish,de,21340,archbishop-of-lima-celebrates-mass-with-the-pictures-of-5000-peruvians-killed-by-covid-19,Limas Erzbischof  ehrt 5000 peruanische Corona-Tote,2020-06-17,,,R9,post,auto,0,,,,,,,health-food,fable-day1,
60161,post,publish,de,21356,globale-ausweitung-der-nato-nicht-im-interesse-deutschlands,Globale Ausweitung der NATO nicht im Interesse Deutschlands!,2020-06-21,,helga-zepp-larouche-de|hzl-text-de,R9,post,auto,0,,,,,,,peace-strategy,fable-day1,Helga Zepp-LaRouche
60170,post,publish,de,21357,putins-diskussion-uber-zweiten-weltkrieg-kann-den-dritten-weltkrieg-verhindern,Putins Diskussion über Zweiten Weltkrieg kann den Dritten Weltkrieg verhindern!,2020-06-25,,helga-zepp-larouche-de|hzl-text-de,R9,post,auto,0,,,,,,,peace-strategy,fable-day1,Helga Zepp-LaRouche
60174,post,publish,en,21359,putins-discussion-of-the-second-world-war-can-prevent-world-war-iii,Putin’s Discussion of the Second World War Can Prevent World War III!,2020-06-24,,allgemein|hzl|hzl-text,R9,post,auto,0,,,,,,,peace-strategy,fable-day1,Helga Zepp-LaRouche
60187,post,publish,en,21362,webcast-putin-gives-valuable-history-lesson-to-counter-the-stupidity-of-the-trans-atlantic-establishment,Webcast: Putin Gives Valuable History Lesson to Counter the Stupidity of the Trans-Atlantic Establishment,2020-06-25,,allgemein|hzl|hzl-webcast,R3,si_video,high,0,,,,weekly-webcast-hzl,,,,,Helga Zepp-LaRouche
60199,post,publish,en,21364,conference-will-humanity-prosper-or-perish-the-future-demands-a-four-power-summit-now-2,"June 27 Conference: Will Humanity Prosper, or Perish? The Future Demands a 'Four-Power' Summit Now",2020-06-26,,allgemein|activity|activity-conference,R4,si_conference,medium,1,,,,,conference post — promote-vs-link decision in conference-map (C5),post,,fable-day1,"Helga Zepp-LaRouche; Jin Zhongxia | Executive Director for China, IMF; Boris Meshchanov | Counselor, Russian Federation Mission to the UN; Joycelyn Elders | former Surgeon-General of the United States"
60219,post,publish,de,21362,webcast-putin-gives-valuable-history-lesson-to-counter-the-stupidity-of-the-trans-atlantic-establishment,"Webcast: Corona, Geopolitik, Finanzkrise - Der Westen sollte Putin zuhören!",2020-06-25,,helga-zepp-larouche-de|webcast-mit-helga-zepp-larouche|webcast-de,R3,si_video,high,0,,,,weekly-webcast-hzl,,,,,Helga Zepp-LaRouche
60226,post,publish,de,21364,conference-will-humanity-prosper-or-perish-the-future-demands-a-four-power-summit-now-2,27. Juni Konferenz: Wird die Menschheit prosperieren oder untergehen? Die Zukunft erfordert ein sofortiges Vier-Mächte-Gipfeltreffen,2020-06-26,,activity-de|activity-conference-de,R4,si_conference,medium,1,,,,,conference post — promote-vs-link decision in conference-map (C5),post,,fable-day1,Helga Zepp-LaRouche
60297,post,publish,en,21372,webcast-as-july-4-approaches-the-choice-for-humanity-is-clear-american-revolution-or-jacobin-terrorism,"Webcast: As July 4 Approaches, the Choice for Humanity is Clear: American Revolution or Jacobin Terrorism",2020-07-01,,allgemein,R9,post,auto,0,,,,weekly-webcast-hzl,,si_video,,fable-day1,
60334,post,publish,en,21376,world-leaders-must-unite-around-an-fdr-approach-to-solving-the-existential-crisis-facing-mankind,World Leaders Must Unite Around an “FDR” Approach to Solving the Existential Crisis Facing Mankind,2020-07-03,,allgemein,R9,post,auto,0,,,,,,,physical-economy,fable-day1,
60346,post,publish,en,21378,a-case-of-the-lazy-reason-behind-americans-rebellion-against-science-and-authority,A Case of the “Lazy Reason”: Behind Americans’ Rebellion Against Science and Authority,2020-07-03,,allgemein,R9,post,auto,0,,,,,,,history-method,fable-day1,
60370,post,publish,de,21376,world-leaders-must-unite-around-an-fdr-approach-to-solving-the-existential-crisis-facing-mankind,Für eine „Rooseveltsche“ Lösung der Existenzkrise der Menschheit,2020-07-03,,updates-geopolitics-de,R9,post,auto,0,peace-strategy,,,,,,,,Helga Zepp-LaRouche
60373,post,publish,de,21372,webcast-as-july-4-approaches-the-choice-for-humanity-is-clear-american-revolution-or-jacobin-terrorism,Webcast: Während der 4. Juli näher rückt sind die Optionen für die Menschheit klar: Amerikanische Revolution oder Jakobiner Terror,2020-07-01,,webcast-mit-helga-zepp-larouche,R3,si_video,high,0,,,,weekly-webcast-hzl,,,,,
60379,post,publish,en,21383,international-larouche-youth-movement-calls-for-the-exoneration-of-lyndon-larouche,VIDEO: International LaRouche Youth Movement Calls for the Exoneration of Lyndon LaRouche,2020-07-03,,allgemein,R9,post,auto,0,,,,,,si_video,education-youth|history-method,fable-day1,
60394,post,publish,en,21387,policy-defeating-the-coronavirus-or-harm-reduction,Policy: Defeating the Coronavirus or Harm Reduction?,2020-07-03,,allgemein|studies-science,R9,post,auto,0,science-space,,,,,,,,
60407,post,publish,en,21389,beethoven-insists-on-agapic-solidarity-in-his-great-credo,Beethoven Insists on Agapic Solidarity in His Great ‘Credo’,2020-07-04,,allgemein,R9,post,auto,0,,,,,,,classical-culture,fable-day1,
60424,post,publish,de,21378,a-case-of-the-lazy-reason-behind-americans-rebellion-against-science-and-authority,Ein Fall der „Faulen Vernunft“: Was hinter der Rebellion der Amerikaner gegen Wissenschaft und Autorität steckt,2020-07-03,,,R9,post,auto,0,,,,,,,history-method,fable-day1,
60427,post,publish,de,21391,lyndon-larouche-mus-jetzt-rehabilitiert-werden,Lyndon LaRouche muß jetzt rehabilitiert werden!,2020-07-04,,coverage-de,R5.1,si_coverage,auto,0,,,,,coverage category (deterministic),,,,
60440,post,publish,en,21393,the-message-which-lopez-obrador-should-take-to-trump-a-world-summit-of-nations-is-urgently-needed-to-address-the-crisis,The Message Which López Obrador Should Take to Trump: A World Summit of Nations Is Urgently Needed to Address the Crisis,2020-07-06,,updates-bri|activity|updates-development,R9,post,auto,0,great-projects|physical-economy,,,,,,,,
60453,post,publish,en,21395,ryabkov-resolving-world-problems-requires-chinas-participation-p5-summit-needed,Ryabkov: Resolving World Problems Requires China’s Participation; P5 Summit Needed,2020-07-06,,allgemein,R9,post,auto,0,,,,,,,peace-strategy,fable-day1,
60468,post,publish,de,21383,international-larouche-youth-movement-calls-for-the-exoneration-of-lyndon-larouche,Internationale LaRouche Jugendbewegung ruft zur Rehabilitierung von Lyndon LaRouche auf,2020-07-03,,,R9,post,auto,0,,,,,DE pair of 60379,si_video,education-youth|history-method,fable-day1,
60471,post,publish,de,21393,the-message-which-lopez-obrador-should-take-to-trump-a-world-summit-of-nations-is-urgently-needed-to-address-the-crisis,"Die Botschaft, die López Obrador Trump überbringen sollte: Ein Weltgipfel der Nationen ist dringend notwendig, um die Krise anzugehen",2020-07-06,,,R9,post,auto,0,,,,,,,peace-strategy,fable-day1,
60474,post,publish,de,21395,ryabkov-resolving-world-problems-requires-chinas-participation-p5-summit-needed,Rjabkow: Lösung der Weltprobleme erfordert die Teilnahme Chinas; P5-Gipfel notwendig,2020-07-06,,,R9,post,auto,0,,,,,,,peace-strategy,fable-day1,
60479,post,publish,en,21398,video-why-a-u-s-china-russia-and-india-summit-is-urgently-needed-now,"VIDEO: Why a U.S., China, Russia and India Summit is Urgently Needed Now",2020-07-08,,allgemein,R9,post,auto,0,,,,,,si_video,peace-strategy,fable-day1,
60497,post,publish,en,21401,to-change-the-dynamic-in-world-affairs-we-need-a-chorus-of-voices-demanding-a-summit,"Webcast: To Change The Dynamic In World Affairs, We Need A Chorus Of Voices Demanding A Summit",2020-07-08,,allgemein,R9,post,auto,0,,,,weekly-webcast-hzl,,si_video,,fable-day1,
60562,post,publish,en,21407,china-considering-more-maglev-routes,China Considering More Maglev Routes,2020-07-09,,allgemein,R9,post,auto,0,,,,,,,great-projects,fable-day1,
60575,post,publish,en,21409,dr-fauci-appeals-to-youth-to-avoid-infecting-others-were-knee-deep-into-first-wave-new-complications-emerge-in-children,"Dr. Fauci Appeals to Youth To Avoid Infecting Others, “We’re Knee-Deep” Into First Wave; New Complications Emerge in Children",2020-07-09,,allgemein,R9,post,auto,0,,,,,,,health-food,fable-day1,
60587,post,publish,de,21401,to-change-the-dynamic-in-world-affairs-we-need-a-chorus-of-voices-demanding-a-summit,"Webcast: Putin: ""Barbarisch, Alte für Corona zu opfern""",2020-07-08,,webcast-mit-helga-zepp-larouche,R3,si_video,high,0,,,,weekly-webcast-hzl,,,,,
60590,post,publish,de,21409,dr-fauci-appeals-to-youth-to-avoid-infecting-others-were-knee-deep-into-first-wave-new-complications-emerge-in-children,"Dr. Fauci appelliert an die Jugend, Corona-Ansteckungen anderer zu vermeiden",2020-07-09,,,R9,post,auto,0,,,,,,,health-food,fable-day1,
60593,post,publish,de,21407,china-considering-more-maglev-routes,China plant weitere Magnetbahnstrecken,2020-07-09,,,R9,post,auto,0,,,,,,,great-projects,fable-day1,
60597,post,publish,en,21412,operation-warp-speed-expands-new-vaccine-and-treatment-included,Operation Warp Speed Expands: New Vaccine and Treatment Included,2020-07-10,,allgemein,R9,post,auto,0,,,,,,,health-food,fable-day1,
60611,post,publish,de,21412,operation-warp-speed-expands-new-vaccine-and-treatment-included,„Operation Warp Speed“ expandiert: Neuer Impfstoff und neue Behandlung,2020-07-10,,,R9,post,auto,0,,,,,,,health-food,fable-day1,
60617,post,publish,de,21414,helga-zepp-larouche-letzte-chance-ein-gipfeltreffen-der-funf-permanenten-mitglieder-des-un-sicherheitsrates,Helga Zepp-LaRouche: Letzte Chance: ein Gipfeltreffen der fünf  permanenten Mitglieder des UN-Sicherheitsrates,2020-07-11,,helga-zepp-larouche-de|hzl-text-de,R9,post,auto,0,,,,,,,peace-strategy,fable-day1,Helga Zepp-LaRouche
60619,post,publish,en,21415,esper-leaks-hurt-u-s-national-security-no-evidence-of-russian-bounties,Esper: Leaks Hurt U.S. National Security -- No Evidence of Russian “Bounties”,2020-07-12,,allgemein,R9,post,auto,0,,,,,,,peace-strategy,fable-day1,
60633,post,publish,en,21417,lavrov-nuclear-risks-are-increasing,Lavrov: Nuclear Risks Are Increasing,2020-07-12,,allgemein,R9,post,auto,0,,,,,,,peace-strategy,fable-day1,
60656,post,publish,en,21420,helga-zepp-larouche-on-china-radio-international-world-today-program,Helga Zepp-LaRouche on China Radio International ‘World Today’ Program,2020-07-12,,allgemein,R9,post,auto,0,,,,,CRI media appearance,si_coverage,,fable-day1,
60668,post,publish,en,21422,schiller-institute-representative-participates-in-major-china-arab-world-conference,Schiller Institute Representative Participates in Major China-Arab World Conference,2020-07-12,,allgemein,R9,post,auto,0,,,,,,,great-projects,fable-day1,
60690,post,publish,de,21417,lavrov-nuclear-risks-are-increasing,Lawrow: Nukleare Risiken nehmen zu,2020-07-12,,,R9,post,auto,0,,,,,,,peace-strategy,fable-day1,
60695,post,publish,de,21422,schiller-institute-representative-participates-in-major-china-arab-world-conference,Vertreter des Schiller-Instituts nimmt an Großkonferenz zur Zusammenarbeit der chinesisch-arabischen Welt teil,2020-07-12,,coverage-de,R5.1,si_coverage,auto,0,,,,,coverage category (deterministic) | pair sync with 60668 | pair sync with 60668,post,,fable-day1,
60698,post,publish,de,21420,helga-zepp-larouche-on-china-radio-international-world-today-program,Helga Zepp-LaRouche in der Sendung „World Today“ von China Radio International (CRI),2020-07-12,,,R9,post,auto,0,,,,,DE pair of 60656,si_coverage,,fable-day1,
60732,post,publish,en,21429,the-p5-summit-proposed-by-putin-could-be-the-last-chance-by-helga-zepp-larouche,The P5 Summit Proposed by Putin Could Be The Last Chance By Helga Zepp-LaRouche,2020-07-14,,allgemein,R9,post,auto,0,,,,,,,peace-strategy,fable-day1,
60744,post,publish,en,21431,china-and-iran-reported-close-to-oil-for-technology-and-military-partnership,China and Iran Reported Close to Oil-for-Technology and Military Partnership,2020-07-14,,allgemein,R9,post,auto,0,,,,,,,peace-strategy,fable-day1,
60757,post,publish,en,21433,u-s-uk-europe-security-meetings-on-relations-with-china-russia,"U.S.-UK-Europe Security Meetings on Relations With China, Russia",2020-07-14,,allgemein,R9,post,auto,0,,,,,,,peace-strategy,fable-day1,
60770,post,publish,de,21431,china-and-iran-reported-close-to-oil-for-technology-and-military-partnership,China und Iran wollen eine umfangreiche Handels- und Sicherheitspartnerschaft eingehen,2020-07-14,,,R9,post,auto,0,,,,,,,peace-strategy,fable-day1,
60773,post,publish,de,21433,u-s-uk-europe-security-meetings-on-relations-with-china-russia,Amerikanisch-europäisches Sicherheitstreffen über die Beziehungen mit China und Russland,2020-07-14,,,R9,post,auto,0,,,,,,,peace-strategy,fable-day1,
60796,post,publish,en,21437,video-lets-end-war-famine-poverty-and-disease,"VIDEO: Let's End War, Famine, Poverty and Disease",2020-07-14,,allgemein,R9,post,auto,0,,,,,,si_video,new-paradigm,fable-day1,
60818,post,publish,en,21440,the-time-for-a-summit-is-now-before-the-trigger-is-pulled-to-set-off-a-world-war,"Webcast: The Time For A Summit Is Now, Before The Trigger Is Pulled To Set Off A World War",2020-07-15,,allgemein,R9,post,auto,0,,,,weekly-webcast-hzl,,si_video,,fable-day1,
60823,post,publish,de,21437,video-lets-end-war-famine-poverty-and-disease,"VIDEO: Lasst uns Krieg, Hunger, Armut und Krankheit beenden!",2020-07-14,,,R9,post,auto,0,,,,,DE pair of 60796,si_video,new-paradigm,fable-day1,
60829,post,publish,de,21440,the-time-for-a-summit-is-now-before-the-trigger-is-pulled-to-set-off-a-world-war,Webcast: Deep State hinter Russiagate - Stone zurecht frei!,2020-07-15,,webcast-mit-helga-zepp-larouche,R3,si_video,high,0,,,,weekly-webcast-hzl,,,,,
60833,post,publish,en,21445,chinese-foreign-minister-wang-yi-meets-with-his-central-asian-counterparts,Chinese Foreign Minister Wang Yi Meets With His Central Asian Counterparts,2020-07-17,,allgemein,R9,post,auto,0,,,,,,,peace-strategy,fable-day1,
60845,post,draft,en,21447,,COVID-19 Soars in U.S. South and Southwest,2020-07-17,,allgemein,R9,post,auto,0,,,,,,,,,
60847,post,publish,en,21448,covid-19-soars-in-u-s-south-and-southwest,COVID-19 Soars in U.S. South and Southwest,2020-07-17,,allgemein,R9,post,auto,0,,,,,,,health-food,fable-day1,
60859,post,publish,de,21450,das-durchsichtige-spiel-des-britischen-empire-gegen-rusland-und-china,Das durchsichtige Spiel des Britischen Empire gegen Rußland und China,2020-07-18,,helga-zepp-larouche-de|hzl-text-de,R9,post,auto,0,,,,,,,peace-strategy,fable-day1,Helga Zepp-LaRouche
