legacy_id,language,trid,date,slug,title,evidence,byline_raw,articles_by_this_name,match,proposed_person_key,proposed_action,confidence,person_hints,wp_author_id,snippet,needs_review,final_action,reviewer,notes
94822,de,157880,2023-02-08,diese-tragoedie-als-chance-nutzen-alle-sanktionen-gegen-syrien-aufzuheben,"Diese Tragödie als Chance nutzen, alle Sanktionen gegen Syrien aufzuheben",leading-byline,Helga Zepp-LaRouche,76,built,helga-zepp-larouche,accept,high,Helga Zepp-LaRouche,34,"von Helga Zepp-LaRouche Das jüngste Doppelerdbeben in der Südtürkei und im Nordwesten Syriens ist eine schreckliche Katastrophe, die weltweit eine Welle von Emotionen und Empathie auslöst. Die Situati",1,,,
95681,de,158298,2023-03-04,dritter-weltkrieg-oder-frieden-unterstuetzen-wir-chinas-friedensplan,Dritter Weltkrieg oder Frieden? Unterstützen wir Chinas Friedensplan!,leading-byline,Helga Zepp-LaRouche,76,built,helga-zepp-larouche,accept,high,Helga Zepp-LaRouche,34,"von Helga Zepp-LaRouche Nein, nicht schlafwandelnd, sondern mit weit geöffneten Augen, aber ohne Verstand, ohne Rückgrat und ohne Gewissen treibt uns das transatlantische Establishment auf das Kliff z",1,,,
95760,en,158318,2023-03-06,world-war-iii-or-peace-support-chinas-peace-plan,World War III or Peace? ~ Support China’s Peace Plan!,leading-byline,Helga Zepp-LaRouche,76,built,helga-zepp-larouche,accept,high,Helga Zepp-LaRouche,37,"by Helga Zepp-LaRouche No, not sleepwalking, but rather with eyes wide open, and without reason, backbone or conscience, the trans-Atlantic Establishment is pushing us to the edge of the cliff, beyond",1,,,
98987,de,158768,2023-09-12,brics-eine-groessere-veraenderung-als-das-ende-des-kalten-krieges,BRICS: Eine größere Veränderung als das Ende des Kalten Krieges,leading-byline,Helga Zepp-LaRouche,76,built,helga-zepp-larouche,accept,high,Helga Zepp-LaRouche,34,"Von Helga Zepp-LaRouche Auf der Internetkonferenz des Schiller-Instituts am 9. September hielt die Gründerin und Vorsitzende des Instituts die folgende Rede. (Übersetzung aus dem Englischen, Zwische",1,,,
100045,de,158963,2023-12-21,weihnachtsbotschaft-schwerter-zu-pflugscharen,Weihnachtsbotschaft! - Schwerter zu Pflugscharen!,leading-byline,Helga Zepp-LaRouche,76,built,helga-zepp-larouche,accept,high,Helga Zepp-LaRouche,34,"PDF zum Verbreiten als Flugblatt Von Helga Zepp-LaRouche Niemand wird behaupten können, daß wir schlafwandelnd in den Dritten Weltkrieg stolpern, wie die Historiker dies vom Ersten Weltkrieg 1914 beha",1,,,
100354,de,159001,2024-01-12,nein-eine-grenze-hat-tyrannenmacht-unterstuetzt-die-mutigen-retter-deutschlands,"Nein, eine Grenze hat Tyrannenmacht! Unterstützt die mutigen Retter Deutschlands!",leading-byline,Helga Zepp-LaRouche,76,built,helga-zepp-larouche,accept,high,Helga Zepp-LaRouche,34,"Von Helga Zepp-LaRouche Als Flugblatt ausdrucken . [testimonial person=""Friedrich Schiller, Wilhelm Tell ""] Nein, eine Grenze hat Tyrannenmacht, Wenn der Gedrückte nirgends Recht kann finden, Wenn ",1,,,
104157,de,159489,2024-08-30,schon-wieder-ein-deutscher-sonderweg-deutschland-wird-zur-zielscheibe-im-kommenden-atomkrieg,Schon wieder ein deutscher Sonderweg? Deutschland wird zur Zielscheibe im kommenden Atomkrieg!,leading-byline,Helga Zepp-LaRouche,76,built,helga-zepp-larouche,accept,high,Helga Zepp-LaRouche,34,Von Helga Zepp-LaRouche Als Flugblatt ausdrucken und Verbreiten Nachdem im Krieg um die Ukraine eine rote Linie nach der anderen überschritten worden ist und inzwischen weitreichende Waffen tief im ru,1,,,
105331,de,159646,2024-11-10,deutschland-muss-jetzt-mit-den-brics-nationen-zusammenarbeiten,Deutschland muß jetzt mit den BRICS-Nationen zusammenarbeiten!,leading-byline,Helga Zepp-LaRouche,76,built,helga-zepp-larouche,accept,high,Helga Zepp-LaRouche,33,"Von Helga Zepp-LaRouche, Spitzenkandidatin der BüSo-Landesliste Berlin Auch wenn Deutschland sich in einer schweren Krise befindet, sind die Chancen für deren Überwindung ausgezeichnet. Was dazu aller",1,,,
108282,de,159965,2025-03-23,wir-koennen-und-muessen-das-geopolitische-denken-ueberwinden,Wir können und müssen das geopolitische Denken überwinden,leading-byline,Helga Zepp-LaRouche,76,built,helga-zepp-larouche,accept,high,Helga Zepp-LaRouche,33,"Von Helga Zepp-LaRouche Helga Zepp-LaRouche, Gründerin des Schiller-Instituts und Ko-Initiatorin der Internationalen Friedenskoalition (IPC), eröffnete am 11. März mit den folgenden Ausführungen eine ",1,,,
108807,de,160018,2025-04-11,handelskrieg-aufruestung-weltkrieg-oder-neue-sicherheitsarchitektur,"Handelskrieg, Aufrüstung, Weltkrieg? Oder neue Sicherheitsarchitektur?",leading-byline,Helga Zepp-LaRouche,76,built,helga-zepp-larouche,accept,high,,33,"Von Helga Zepp-LaRouche Präsident Trump hat mit dem einseitigen Erlaß von Zöllen gegen die ganze Welt, dann deren Rücknahme, dann der Eskalation der Zölle gegen China auf 145% einen Prozeß nicht verur",1,,,
115152,de,160659,2026-03-08,nach-dem-us-angriff-auf-den-iranhat-der-dritte-weltkrieg-schon-begonnen,Nach dem US-Angriff auf den Iran: Hat der Dritte Weltkrieg schon begonnen?,leading-byline,Helga Zepp-LaRouche,76,built,helga-zepp-larouche,accept,high,,33,von Helga Zepp-LaRouche Die Vorsitzende des Schiller-Instituts eröffnete das Online-Krisenforum am 2. März mit den folgenden Bemerkungen. (Übersetzung aus dem Englischen.) Sehr geehrte Damen und Herre,1,,,
115165,de,160661,2026-03-08,kaempfen-wir-fuer-die-schoenheit-der-menschlichen-seele,Kämpfen wir für die Schönheit der menschlichen Seele!,leading-byline,Helga Zepp-LaRouche,76,built,helga-zepp-larouche,accept,high,,33,"Von Helga Zepp-LaRouche Das abgrundtiefe Ausmaß der Verderbtheit der Kundschaft des verurteilten Pädophilen Jeffrey Epstein sendet Schockwellen um den ganzen Globus. Den Menschen wird langsam klar, da",1,,,
117095,de,160866,2026-06-17,dringender-appell-von-papst-leo-xiv-haltet-ein-bereut-ehe-es-zu-spaet-ist-der-neue-name-fuer-frieden-heisst-entwicklung,Dringender Appell von Papst Leo XIV.: „Haltet ein! Bereut! Ehe es zu spät ist!“ Der neue Name für Frieden heißt Entwickl,leading-byline,Helga Zepp-LaRouche,76,built,helga-zepp-larouche,accept,high,,33,"von Helga Zepp-LaRouche Von all den wichtigen und dringenden Reden, die in der jüngsten Zeit von Politikern und Experten vieler Länder mit der Absicht gehalten worden sind, die Eskalation der strategi",1,,,
117110,en,160866,2026-06-18,urgent-appeal-from-pope-leo-xiv-stop-repent-before-its-too-late-the-new-name-for-peace-is-development,Urgent Appeal from Pope Leo XIV: 'Stop! Repent! Before It's Too Late!' The New Name for Peace Is Development!,leading-byline,Helga Zepp-LaRouche,76,built,helga-zepp-larouche,accept,high,,33,by Helga Zepp-LaRouche June 17th 2026 Of all the important and urgent speeches delivered recently by politicians and experts from many countries with the aim of preventing the strategic situation from,1,,,
117139,de,160871,2026-06-19,das-iran-abkommen-kann-fuer-die-welt-eine-wende-bedeuten,Das Iran-Abkommen kann für die Welt eine Wende bedeuten!,leading-byline,Helga Zepp-LaRouche,76,built,helga-zepp-larouche,accept,high,Helga Zepp-LaRouche,33,"Von Helga Zepp-LaRouche, Vorsitzende des Schiller Instituts, 16 Juni 2026 Die Unterzeichnung einer Absichtserklärung zwischen Washington und Teheran ist zweifellos ein historischer Durchbruch, indem s",1,,,
117154,en,160871,2026-06-19,iran-deal-can-become-a-game-changer-for-the-world,Iran Deal Can Become a Game-changer for the World!,leading-byline,Helga Zepp-LaRouche,76,built,helga-zepp-larouche,accept,high,,33,"by Helga Zepp-LaRouche Download PDF June 18—The following statement was released today by Helga Zepp-LaRouche, founder and leader of the Schiller Institute. The signing of a memorandum of understandin",1,,,
119706,,,2026-07-27,auf-der-eskalationsleiter-zum-nuklearkrieg-wo-sind-verantwortliche-persoenlichkeiten,Auf der Eskalationsleiter zum Nuklearkrieg: Wo sind verantwortliche Persönlichkeiten?,leading-byline,Helga Zepp-LaRouche,76,built,helga-zepp-larouche,accept,high,,33,Von Helga Zepp-LaRouche Die strategische Lage droht kurzfristig mit zwei eskalierenden regionalen Kriegen &#8211; in der Ukraine und im Nahen Osten &#8211; vollkommen aus der Kontrolle zu geraten und ,1,,,
119268,,,2026-07-28,on-the-escalation-ladder-to-nuclear-war-where-are-the-responsible-figures,On the Escalation Ladder to Nuclear War: Where Are the Responsible Figures?,leading-byline,Helga Zepp-LaRouche,76,built,helga-zepp-larouche,accept,high,,33,by Helga Zepp-LaRouche July 26—The strategic situation threatens to spiral completely out of control in the short term due to two escalating regional wars—in Ukraine and the Middle East—potentially re,1,,,
100757,de,159045,2024-02-14,ein-bericht-vom-treffen-der-internationalen-friedenskoalition-ipc-am-9-februar,Ein Bericht vom Treffen der Internationalen Friedenskoalition (IPC) am 9. Februar.,leading-byline,Daniel Platt,20,none,,new-person,medium,Daniel Platt; Anastasia Battle,33,"„Wir brauchen eine Kehrtwende im moralischen Universum“ Von Daniel Platt Die Online-Diskussion der Internationalen Friedenskoalition (International Peace Coalition, IPC) am 9. Februar begann mit der F",1,,,
100969,en,159091,2024-03-02,international-peace-coalition-march-1-meeting-warns-we-are-sitting-on-a-powder-keg,"International Peace Coalition March 1 Meeting Warns, ‘We Are Sitting on a Powder Keg’",leading-byline,Daniel Platt,20,none,,new-person,medium,Daniel Platt; Helga Zepp-LaRouche,34,"by Daniel Platt March 1, 2024 (EIRNS)—The International Peace Coalition (IPC) met today for its 39th consecutive weekly organizing discussion. Schiller Institute founder Helga Zepp-LaRouche warned t",1,,,
100987,de,159091,2024-03-02,wir-sitzen-auf-einem-pulverfass-ein-bericht-ueber-das-39-treffen-der-internationalen-friedenskoalition,„Wir sitzen auf einem Pulverfaß“ - Ein Bericht über das 39. Treffen der Internationalen Friedenskoalition,leading-byline,Daniel Platt,20,none,,new-person,medium,Daniel Platt; Helga Zepp-LaRouche,34,"Von Daniel Platt Die Internationale Friedenskoalition (IPC) traf sich am 1. März zu ihrer 39. wöchentlichen Internet-Organisationsdiskussion. Die Gründerin des Schiller-Instituts, Helga Zepp-LaRouche,",1,,,
101030,en,159099,2024-03-10,40th-international-peace-coalition-meeting-in-the-foothills-of-a-third-world-war,40th International Peace Coalition Meeting: ‘In the Foothills of a Third World War’,leading-byline,Daniel Platt,20,none,,new-person,medium,Daniel Platt; Helga Zepp-LaRouche,34,"by Daniel Platt March 9, 2024 (EIRNS)—The 40th consecutive weekly online meeting of the International Peace Coalition on March 8 opened with a warning from Schiller Institute founder Helga Zepp-LaRou",1,,,
101044,de,159099,2024-03-10,im-vorgebirge-des-dritten-weltkriegs-ein-bericht-ueber-das-40-treffen-der-internationalen-friedenskoalition,Im Vorgebirge des Dritten Weltkriegs - Ein Bericht über das 40. Treffen der Internationalen Friedenskoalition,leading-byline,Daniel Platt,20,none,,new-person,medium,Daniel Platt; Helga Zepp-LaRouche,34,"Von Daniel Platt Das 40. wöchentliche Online-Treffen der Internationalen Friedenskoalition (IPC) am 8. März begann mit einer Warnung der Gründerin des Schiller-Instituts, Helga Zepp-LaRouche , daß di",1,,,
101499,en,159163,2024-03-30,international-peace-coalition-meeting-we-must-not-lose-our-humanity,International Peace Coalition Meeting: We Must Not Lose Our Humanity,leading-byline,Daniel Platt,20,none,,new-person,medium,,34,"by Daniel Platt March 29, 2024 (EIRNS)--The 43rd consecutive weekly online meeting of the International Peace Coalition began today with an acknowledgment of the importance of the recent memo issued b",1,,,
101673,de,159182,2024-04-07,bericht-vom-44-treffen-der-internationalen-friedenskoalition-eine-vision-davon-entwickeln-wie-du-die-welt-haben-willst,"Bericht vom 44. Treffen der Internationalen Friedenskoalition: „Eine Vision davon entwickeln, wie du die Welt haben will",leading-byline,Daniel Platt,20,none,,new-person,medium,,34,"von Daniel Platt „Das eine Element, das absolut unersetzlich ist, ist die Vorstellung, was wir tun müssen, um die Welt zu einen. Und ich denke, daß … das nur funktionieren kann, wenn es eine regionale",1,,,
102150,en,159241,2024-04-26,think-of-the-one-humanity-and-make-that-a-rule-of-everything-you-do-international-peace-coalition-meeting-4z,"Think of the One Humanity, and Make that a Rule of Everything You do.” - International Peace Coalition Meeting #47",leading-byline,Daniel Platt,20,none,,new-person,medium,,34,"The April 26th meeting of the International Peace Coalition by Daniel Platt April 24--The 47th consecutive online weekly meeting of the International Peace Coalition began today, with remarks by Schi",1,,,
102178,de,159241,2024-04-28,denkt-an-die-eine-menschheit-und-macht-das-zur-regel-fuer-alles-was-ihr-tut-47-ipc-treffen,"„Denkt an die eine Menschheit und macht das zur Regel für alles, was ihr tut“ - 47. IPC Treffen",leading-byline,Daniel Platt,20,none,,new-person,medium,,34,Ein Bericht vom 47. Treffen der Internationalen Friedenskoalition von Daniel Platt Die 47. wöchentliche Online-Sitzung der Internationalen Friedenskoalition (IPC) am 26. April begann mit einem Lageber,1,,,
102275,en,159255,2024-05-04,international-peace-coalition-anything-from-this-geopolitical-kitchen-of-poison-must-be-overcome,International Peace Coalition: Anything from This Geopolitical ‘Kitchen of Poison Must Be Overcome’,leading-byline,Daniel Platt,20,none,,new-person,medium,Daniel Platt; Helga Zepp-LaRouche,34,"by Daniel Platt May 3, 2024 (EIRNS)—Amid the tumult and policy crisis created by the unexpected explosion of opposition to the Biden Administration’s financial and political support of the outlaw Neta",1,,,
102450,en,159280,2024-05-18,become-the-good-samaritan-international-peace-coalition-meeting-50,Become the Good Samaritan - International Peace Coalition Meeting #50,leading-byline,Daniel Platt,20,none,,new-person,medium,,33,"by Daniel Platt May 17, 2024 (EIRNS)—Helga Zepp-LaRouche, founder and chairwoman of the Schiller Institute, opened this week’s 50th consecutive meeting of the International Peace Coalition by discussi",1,,,
102465,de,159280,2024-05-18,werden-sie-der-barmherzige-samariter-50-treffen-der-internationalen-friedenskoalition,Werden Sie der barmherzige Samariter! - 50. Treffen der Internationalen Friedenskoalition,leading-byline,Daniel Platt,20,none,,new-person,medium,,33,"von Daniel Platt Helga Zepp-LaRouche, die Gründerin des Schiller-Instituts, sprach zu Beginn des Treffens der Internationalen Friedenskoalition am 17. Mai über den Mordanschlag auf den slowakischen Mi",1,,,
102547,en,159293,2024-05-25,international-peace-coalition-meeting-intelligence-specialists-speak-out-as-war-looms,International Peace Coalition Meeting: Intelligence Specialists Speak Out as War Looms,leading-byline,Daniel Platt,20,none,,new-person,medium,,33,"by Daniel Platt May 24, 2024 (EIRNS)—This week’s 51st meeting of the International Peace Coalition (IPC) saw a fruitful colloquy among some of the U.S.’s foremost intelligence experts: former CIA anal",1,,,
102761,en,159318,2024-06-08,international-peace-coalition-meeting-no-53-red-lines-are-being-crossed-by-the-day,"International Peace Coalition Meeting, No. 53: ‘Red Lines Are Being Crossed by the Day’",leading-byline,Daniel Platt,20,none,,new-person,medium,,34,"by Daniel Platt The International Peace Coalition (IPC) began its second year of weekly online meetings today, with a strategic overview presented by Schiller Institute founder Helga Zepp-LaRouche. Sh",1,,,
102784,de,159318,2024-06-08,jeden-tag-werden-rote-linien-ueberschritten-ein-bericht-vom-53-treffen-der-internationalen-friedenskoalition-ipc,„Jeden Tag werden rote Linien überschritten“ - Ein Bericht vom 53. Treffen der Internationalen Friedenskoalition (IPC),leading-byline,Daniel Platt,20,none,,new-person,medium,,34,Von Daniel Platt Die Internationale Friedenskoalition (IPC) begann am 7. Juni das zweite Jahr ihrer wöchentlichen Online-Treffen mit einem strategischen Überblick der Gründerin des Schiller-Instituts ,1,,,
102988,de,159333,2024-06-16,internationale-friedenskoalition-ende-der-unterwuerfigkeit-gegenueber-dem-hegemon,Internationale Friedenskoalition: „Ende der Unterwürfigkeit gegenüber dem Hegemon“,leading-byline,Daniel Platt,20,none,,new-person,medium,,34,von Daniel Platt Ein Bericht vom 54. Treffen der Internationalen Friedenskoalition am 14. Juni 2024. Die Internationale Friedenskoalition (IPC) setzte am 14. Juni ihr zweites Jahr wöchentlicher intern,1,,,
103346,en,159375,2024-07-06,the-accelerating-pace-of-world-events-57th-meeting-of-the-international-peace-coalition,The Accelerating Pace Of World Events - 57th Meeting of the International Peace Coalition,leading-byline,Daniel Platt,20,none,,new-person,medium,,34,"by Daniel Platt Today, July 5, the 57th consecutive weekly online meeting of the International Peace Coalition (IPC) focused on a number of striking developments which had occurred in the preceding da",1,,,
103352,de,159375,2024-07-06,die-weltereignisse-beschleunigen-sich-bericht-vom-57-treffen-der-internationalen-friedenskoalition,Die Weltereignisse beschleunigen sich - Bericht vom 57. Treffen der Internationalen Friedenskoalition,leading-byline,Daniel Platt,20,none,,new-person,medium,,34,"von Daniel Platt Am 5. Juli fand das 57. wöchentliche Online-Treffen der Internationalen Friedenskoalition (IPC) statt, das sich mit den wesentlichen Ereignissen der vergangenen Woche befaßte. Helga Z",1,,,
103470,en,159386,2024-07-13,the-nato-summit-a-shell-of-bravado-58th-meeting-of-the-international-peace-coalition,The NATO Summit: a ‘Shell Of Bravado’ - 58th Meeting of The International Peace Coalition,leading-byline,Daniel Platt,20,none,,new-person,medium,,34,"by Daniel Platt July 12, 2024 (EIRNS)--Today’s meeting was opened by Schiller Institute founder Helga Zepp-LaRouche , who characterized the recent NATO summit as ""incredibly bellicose."" Numerous iron",1,,,
119772,,,2026-08-07,eir-krisenforum-zur-krise-der-zwangsmigration,EIR-Krisenforum zur Krise der Zwangsmigration,leading-byline,Daniel Platt,20,none,,new-person,medium,,33,"14 Redner aus aller Welt sprachen am 31. Juli darüber, wie man die Ursachen der unfreiwilligen Migration beheben kann. von Daniel Platt Am 31. Juli trafen sich Diplomaten, Wissenschaftler und Aktivist",1,,,
97442,en,158540,2023-07-11,july-8-9-schiller-institute-european-conference-summary,July 8-9 Schiller Institute European Conference Summary,leading-byline,Kevin Gribbroek,14,none,,new-person,medium,,25,"On the Verge of a New World War—European Nations Must Cooperate with the Global South! by Kevin Gribbroek July 9—A two-day international conference was held this weekend in Strasbourg, France by the S",1,,,
100826,de,159065,2024-02-24,eine-friedensvision-fuer-milliarden-jahre-ein-bericht-vom-treffen-der-internationalen-friedenskoalition-ipc-am-16-februar,Eine Friedensvision für Milliarden Jahre - Ein Bericht vom Treffen der Internationalen Friedenskoalition (IPC) am 16. Fe,leading-byline,Kevin Gribbroek,14,none,,new-person,medium,Kevin Gribbroek; Helga Zepp-LaRouche,34,"Von Kevin Gribbroek „Wir sind an einem Punkt in der Geschichte angelangt, an dem wir uns, weil wir alle in einem Boot sitzen, auf die Ebene der Vernunft erheben müssen, um eine Lösung für die gesamte ",1,,,
100830,en,159067,2024-02-24,ipc-meeting-only-through-development-will-mankind-defeat-the-structures-of-sin,IPC Meeting: Only Through Development Will Mankind Defeat the ‘Structures of Sin’,leading-byline,Kevin Gribbroek,14,none,,new-person,medium,Kevin Gribbroek; Helga Zepp-LaRouche,34,by Kevin Gribbroek The opposite of destruction is love. And what more loving could you do than to create the conditions for every living human being on the planet to fulfill the potential of their lif,1,,,
100922,de,159067,2024-02-25,nur-entwicklung-kann-die-strukturen-der-suende-besiegen-38-ipc-treffen,Nur Entwicklung kann die Strukturen der Sünde besiegen (38. IPC Treffen),leading-byline,Kevin Gribbroek,14,none,,new-person,medium,Kevin Gribbroek; Helga Zepp-LaRouche,34,"Ein Bericht über das 38. Treffen der Internationalen Friedenskoalition Von Kevin Gribbroek „Das Gegenteil von Zerstörung ist Liebe. Und was könnte liebevoller sein, als die Voraussetzungen dafür zu sc",1,,,
101246,en,159128,2024-03-17,cracks-in-the-facade-of-western-hegemony-41st-international-peace-coalition-meeting,Cracks in the Facade of Western Hegemony - 41st. International Peace Coalition Meeting,leading-byline,Kevin Gribbroek,14,none,,new-person,medium,Kevin Gribbroek; Helga Zepp-LaRouche,34,"by Kevin Gribbroek While we should not pay less attention to the danger—which is increasing daily, one can say—it is also clear that if there is a decisive action, there is hope that we can turn the s",1,,,
101338,en,159140,2024-03-23,international-peace-coalition-meeting-the-war-for-humanity-must-be-won-now,International Peace Coalition Meeting: The War for Humanity Must Be Won Now!,leading-byline,Kevin Gribbroek,14,none,,new-person,medium,Helga Zepp-LaRouche,37,"Most people are not thinking that there can be any change, or that they can be part of a change—of changing the entire order of the world. Most people think they’re too small; this is not their job. B",1,,,
101887,en,159207,2024-04-12,international-peace-coalition-meeting-overcoming-the-tragedy-of-geopolitics,International Peace Coalition Meeting: Overcoming the Tragedy of Geopolitics,leading-byline,Kevin Gribbroek,14,none,,new-person,medium,,34,"by Kevin Gribbroek If I stopped to think about what is going on in each part of the world, I would only have time to cry. Therefore, I have to do something to act. Lyndon H. LaROuche Jr. April 12—One",1,,,
101891,de,159207,2024-04-13,die-tragoedie-der-geopolitik-ueberwinden-ein-bericht-vom-45-treffen-der-internationalen-friedenskoalition,Die Tragödie der Geopolitik überwinden - Ein Bericht vom 45. Treffen der Internationalen Friedenskoalition,leading-byline,Kevin Gribbroek,14,none,,new-person,medium,,34,"von Kevin Gribbroek W enn ich einhalten würde, um darüber nachzudenken, was in jedem Teil der Welt vor sich geht, hätte ich nur Zeit zum Weinen. Deshalb muß ich etwas tun, um zu handeln. Lyndon LaRouc",1,,,
102103,en,159232,2024-04-20,the-aesthetic-dynamics-of-peace-international-peace-coalition-meeting-46,The Aesthetic Dynamics of Peace - International Peace Coalition Meeting #46,leading-byline,Kevin Gribbroek,14,none,,new-person,medium,,34,by Kevin Gribbroek I think the whole concept of the Oasis Plan is exactly to interrupt forever this cycle of Intifada revenge. The whole point is that if there is no justice in allowing a two-state so,1,,,
102106,de,159232,2024-04-20,die-aesthetische-dynamik-des-friedens-ein-bericht-vom-46-treffen-der-internationalen-friedenskoalition,Die ästhetische Dynamik des Friedens - Ein Bericht vom 46. Treffen der Internationalen Friedenskoalition,leading-byline,Kevin Gribbroek,14,none,,new-person,medium,,34,"von Kevin Gribbroek „Ich denke, das Konzept des Oasenplans ist vor allem, den Zyklus der Intifada-Rache für immer zu durchbrechen. Der Punkt ist, die Gewalt wird weitergehen, wenn es keine Gerechtigke",1,,,
103065,en,159343,2024-06-22,international-peace-coalition-meeting-june-21-is-putins-peace-proposal-the-last-chance-for-humanity,International Peace Coalition Meeting June 21: Is Putin’s Peace Proposal the Last Chance for Humanity?,leading-byline,Kevin Gribbroek,14,none,,new-person,medium,,34,https://youtu.be/kOh1Ul34jGA by Kevin Gribbroek “If we would come out of this discussion with a clarion call to spread the news about the Putin peace proposal—because it’s not discussed in the media—i,1,,,
103084,de,159343,2024-06-22,ist-putins-friedensvorschlag-die-letzte-chance-fuer-die-menschheit,Ist Putins Friedensvorschlag die letzte Chance für die Menschheit?,leading-byline,Kevin Gribbroek,14,none,,new-person,medium,,34,Ist Putins Friedensvorschlag die letzte Chance für die Menschheit? Bericht vom 55. Treffen der Internationalen Friedenskoalition Von Kevin Gribbroek Im Mittelpunkt der 55. Internet-Sitzung der Interna,1,,,
103250,en,159364,2024-06-29,international-peace-coalition-56-there-is-light-at-the-end-of-the-tunnel,International Peace Coalition 56: There Is Light at the End of the Tunnel,leading-byline,Kevin Gribbroek,14,none,,new-person,medium,,34,"By Kevin Gribbroek June 28, 2024 (EIRNS)— “Our task is as urgent as it ever was, and getting more urgent by the hour. But I think that the light at the end of the tunnel is there, because we can see h",1,,,
103266,de,159364,2024-06-29,es-gibt-licht-am-ende-des-tunnels,Es gibt Licht am Ende des Tunnels,leading-byline,Kevin Gribbroek,14,none,,new-person,medium,,34,"Bericht vom 56. Treffen der Internationalen Friedenskoalition Von Kevin Gribbroek „Unsere Aufgabe ist so dringend wie eh und je und wird von Stunde zu Stunde dringlicher. Aber ich glaube, daß es Licht",1,,,
48569,de,19745,2018-09-15,die-menschheit-am-punctum-saliens-gemeinsame-zukunft-oder-neuer-krieg,DIE MENSCHHEIT AM PUNCTUM SALIENS: GEMEINSAME ZUKUNFT - ODER NEUER KRIEG?,leading-byline,Alexander Hartmann,11,none,,new-person,medium,,26,"Von Alexander Hartmann „Das Ende des Kolonialismus: Eine neue gemeinsame Zukunft für die Menschheit“, lautete der Titel der Eröffnungsrede der Vorsitzenden und Gründerin des ",1,,,
48917,de,19805,2018-10-24,die-welt-braucht-nicht-die-dekarbonisierung-sondern-kernfusion-und-ein-neues-bretton-woods,"„Die Welt braucht nicht die Dekarbonisierung, sondern Kernfusion und ein Neues Bretton Woods“",leading-byline,Alexander Hartmann,11,none,,new-person,medium,,26,"Von Alexander Hartmann „Die Neue Seidenstraße und das Ende des Kolonialismus: eine neue gemeinsame Zukunft für die Menschheit“ lautete das Thema eines Forums in Washington mit Helga Zepp-LaRouche, d",1,,,
68052,de,85041,2021-02-05,internetseminar-mit-dem-great-reset-in-den-wirtschaftlichen-niedergang-oder-ein-neues-paradigma-fuer-kooperation,"Internetseminar: „Mit dem ,Great Reset’ in den wirtschaftlichen Niedergang? Oder ein Neues Paradigma für Kooperation?“",leading-byline,Alexander Hartmann,11,none,,new-person,medium,,34,"Warnung vor dem drohenden Absturz in eine Ökodiktatur Von Alexander Hartmann Das Schiller-Institut veranstaltete am 3. Februar ein dreieinhalbstündiges Internetseminar zum Thema „Mit dem ,Great Reset",1,,,
70864,de,153719,2021-03-23,konferenz-die-welt-am-scheideweg-zwei-monate-unter-der-neuen-us-regierung,Konferenz: Die Welt am Scheideweg: Zwei Monate unter der Neuen US-Regierung,leading-byline,Alexander Hartmann,11,none,,new-person,medium,Alexander Hartmann,34,"Den Existenzkrisen der Menschheit entkommen Konferenzbericht von Alexander Hartmann Eine zweitägige Internetkonferenz des Schiller-Instituts bot eine Plattform, um über Maßnahmen gegen die zahlreich",1,,,
71076,de,153792,2021-03-26,den-existenzkrisen-der-menschheit-entkommen,Den Existenzkrisen der Menschheit entkommen,leading-byline,Alexander Hartmann,11,none,,new-person,medium,Alexander Hartmann,34,"Eine zweitägige Internetkonferenz des Schiller-Instituts bot eine Plattform, um über Maßnahmen gegen die zahlreichen Krisen, die die Welt bedrohen, zu beraten. Von Alexander Hartmann „Die Welt am Sche",1,,,
84902,de,156313,2022-02-11,wir-muessen-die-weltoeffentlichkeit-aufruetteln-zu-einer-langfristigen-loesung-fuer-afghanistan,„Wir müssen die Weltöffentlichkeit aufrütteln zu einer langfristigen Lösung für Afghanistan“,leading-byline,Alexander Hartmann,11,none,,new-person,medium,Alexander Hartmann | Neue Solidarität,34,"Von Alexander Hartmann , Chefredakteur Neue Solidarität „Die humanitäre Krise in Afghanistan: auf dem Weg zu einer langfristigen Lösung“ lautete der Titel eines gemeinsamen Seminars, das der Russisc",1,,,
86802,de,156640,2022-04-15,zum-100-jahrestag-von-rapallo,Zum 100. Jahrestag von Rapallo,leading-byline,Alexander Hartmann,11,none,,new-person,medium,,34,"Von Alexander Hartmann, Chefredakteur der Neuen Solidarität Vor 100 Jahren, am 16. April 1922, schlossen Deutschland, vertreten durch seinen Außenminister Walther Rathenau, und der Russischen Föderat",1,,,
97565,de,158540,2023-07-14,schiller-institut-konferenz-in-strasbourg-die-europaeischen-nationen-muessen-mit-dem-globalen-sueden-kooperieren,Schiller-Institut Konferenz in Straßburg: Die europäischen Nationen müssen mit dem Globalen Süden kooperieren!,leading-byline,Alexander Hartmann,11,none,,new-person,medium,Alexander Hartmann | Neue Solidarität,34,"Von Alexander Hartmann Am 8. Juli 2023 fand erstmals nach der COVID-Krise wieder eine zweitägige internationale Präsenzkonferenz des Schiller-Instituts statt, in einem historischen Saal in Straßburg, ",1,,,
