yt_video_id,segment_index,playlist_id,conference_key,panel_title,case,kind,start_seconds,end_seconds,speaker_raw,person_key,country,affiliation,talk_title,title_autogenerated,agenda_json,chapters_json,source,upgrade_candidate,needs_review,notes,final_action,reviewer
LxM9omHPMV4,2,PLoHwt4KyUk5DkW-buoxyXM6laxEB0lICI,2022-there-peace-without-bankruptcy,,1,talk,3291,3931,"Dr. Zaher Wahab",,,"(Afghanistan); Dr. Zaher Wahab, Emeritus Professor of Education, Former advisor to Afghan Ministry of Higher Education, Taught at American University of Afghanistan (AUAF), 2013-2020","Dialogue, Not Clash, of Civilizations",0,,,wp-era-b,0,1,,,
LxM9omHPMV4,3,PLoHwt4KyUk5DkW-buoxyXM6laxEB0lICI,2022-there-peace-without-bankruptcy,,1,talk,3932,4670,"Dr. George Koo",george-koo,,,,1,,,wp-era-b,0,0,,,
LxM9omHPMV4,4,PLoHwt4KyUk5DkW-buoxyXM6laxEB0lICI,2022-there-peace-without-bankruptcy,,1,talk,4671,11785,"Mike Robinson",mike-robinson,,,,1,,,wp-era-b,0,0,,,
W_54M0muoJU,0,PLoHwt4KyUk5DkW-buoxyXM6laxEB0lICI,2022-there-peace-without-bankruptcy,,5,full_session,,,"Ukraine Has Lost the War: But Thermonuclear War Still Threatens",,,,"Ukraine Has Lost the War: But Thermonuclear War Still Threatens",0,"[{""speaker_raw"":""Recorded June 13, 2022"",""person_key"":""recorded-june-13"",""affiliation"":"""",""country"":"""",""talk_title"":""""}]",,none,1,1,"ordered agenda without valid times (fewer than 2 marks)",,
yjLDpnlXhek,0,PLoHwt4KyUk5DkW-buoxyXM6laxEB0lICI,2022-there-peace-without-bankruptcy,,4,full_session,,,"Let’s Win Mission Impossible or Find Another Planet! — Helga Zepp-LaRouche Keynote",,,,"Let’s Win Mission Impossible or Find Another Planet! — Helga Zepp-LaRouche Keynote",0,,,none,0,1,"no marks, no agenda",,
ayqGRKnFZ8M,0,PLoHwt4KyUk5DkW-buoxyXM6laxEB0lICI,2022-there-peace-without-bankruptcy,,4,full_session,,,"Food Producers Roundtable — Science and Culture to End Famine—Principles of Agriculture Productivity",,,,"Food Producers Roundtable — Science and Culture to End Famine—Principles of Agriculture Productivity",0,,,none,0,1,"no marks, no agenda",,
CNKwkP5zsOs,0,PLoHwt4KyUk5DkW-buoxyXM6laxEB0lICI,2022-there-peace-without-bankruptcy,,5,full_session,,,"Why China’s Rise Is Beneficial to the World — Dr. Wang Wen",,,,"Why China’s Rise Is Beneficial to the World — Dr. Wang Wen",0,"[{""speaker_raw"":""Dr. Wang Wen (China), Executive Dean of Chongyang Institute for Financial Studies, and Deputy Dean of the Silk Road School at Renmin University of China"",""person_key"":""wang-wen"",""affiliation"":"""",""country"":"""",""talk_title"":""""}]",,none,1,1,"ordered agenda without valid times (fewer than 2 marks)",,
pL-ZeLdY5F4,0,PLoHwt4KyUk5DkW-buoxyXM6laxEB0lICI,2022-there-peace-without-bankruptcy,,4,full_session,,,"U.S.-China Cultural Relations Are Critical to Prevent War — Dr. George Koo",,,,"U.S.-China Cultural Relations Are Critical to Prevent War — Dr. George Koo",0,,,none,0,1,"no marks, no agenda",,
ZQLy28eZgE0,0,PLoHwt4KyUk5DkW-buoxyXM6laxEB0lICI,2022-there-peace-without-bankruptcy,,4,full_session,,,"Don't Be Afraid to 'Kick Against the Pricks'!  Science Disproves Linear Non-Threshold Radiation Myth",,,,"Don't Be Afraid to 'Kick Against the Pricks'!  Science Disproves Linear Non-Threshold Radiation Myth",0,,,none,0,1,"no marks, no agenda",,
-olmYs8LfjY,0,PLoHwt4KyUk5DkW-buoxyXM6laxEB0lICI,2022-there-peace-without-bankruptcy,,4,full_session,,,"We Must Save Afghanistan with Operation Ibn Sina",,,,"We Must Save Afghanistan with Operation Ibn Sina",0,,,none,0,1,"no marks, no agenda",,
mVb1m8SqXTw,0,PLoHwt4KyUk5DkW-buoxyXM6laxEB0lICI,2022-there-peace-without-bankruptcy,,5,full_session,,,"This July 4, Declare for A New Bretton Woods!!",,,,"This July 4, Declare for A New Bretton Woods!!",0,"[{""speaker_raw"":""On Sunday, July 3, Helga Zepp-LaRouche will present the \""Lyndon LaRouche New Bretton Woods\"" proposal as the core content of a new world development architecture, in a two-hour dialogue. [Joining her is Diane Sare, longtime associate of Lyndon LaRouche and an independent candidate for United States Senate.] Such a New Bretton Woods policy, and policy-discussion among all nations, provides the only sound basis for ending the perpetual wars of the past twenty-years' post-9\/11 era, and the policy blunders committed since NATO expansion accelerated after 1990."",""person_key"":""on-sunday"",""affiliation"":"""",""country"":"""",""talk_title"":""Lyndon LaRouche New Bretton Woods""},{""speaker_raw"":""On July 4, 1776, America declared independence from a despotic British Imperial system. Today, How could we rescue the original United States and its Declaration of Independence and Constitution from the clutches of Wall Street, the City of London, and the nearly-useless Republican and Democratic Parties? The New Bretton Woods idea, first discussed in a January 1988 conference in Andover, Mass. by Lyndon LaRouche, Helga Zepp-LaRouche and Dr Frederick Wills, former Minister of Foreign Affairs of Guyana, is a way of joining the United States together with other nations to fulfill the promises of presidents Franklin Delano Roosevelt and John F Kennedy of a just world economic order based on technological progress for the developing sector."",""person_key"":""on-july-4"",""affiliation"":"""",""country"":"""",""talk_title"":""""}]",,none,1,1,"ordered agenda without valid times (fewer than 2 marks)",,
K6ItCuu8xIo,0,PLoHwt4KyUk5DkW-buoxyXM6laxEB0lICI,2022-there-peace-without-bankruptcy,,4,full_session,,,"Istanbul's Golden Opportunity — Replace Sanctions with Reason",,,,"Istanbul's Golden Opportunity — Replace Sanctions with Reason",0,,,none,0,1,"no marks, no agenda",,
_ponP9Edn4M,0,PLoHwt4KyUk5DkW-buoxyXM6laxEB0lICI,2022-there-peace-without-bankruptcy,,4,full_session,,,"Istanbul's Golden Opportunity — Replace Sanctions with Reason",,,,"Istanbul's Golden Opportunity — Replace Sanctions with Reason",0,,,none,0,1,"no marks, no agenda",,
7Co3IlbwibA,0,PLoHwt4KyUk5DkW-buoxyXM6laxEB0lICI,2022-there-peace-without-bankruptcy,,5,full_session,,,"Will Sane Voices in the Anglo-sphere Stop Their Failed States from Launching Thermonuclear War?",,,,"Will Sane Voices in the Anglo-sphere Stop Their Failed States from Launching Thermonuclear War?",0,"[{""speaker_raw"":""Speakers: Harley Schlanger, spokesman, The LaRouche Organization"",""person_key"":""speakers-harley-schlanger"",""affiliation"":"""",""country"":"""",""talk_title"":""""},{""speaker_raw"":""Mike Robinson, UK Column"",""person_key"":""mike-robinson"",""affiliation"":"""",""country"":"""",""talk_title"":""""}]",,none,1,1,"ordered agenda without valid times (fewer than 2 marks)",,
VLpRK_XU6hE,0,PLoHwt4KyUk5ATvAWizEGiwjFxfmuPUOB1,2022-april-2022-establish-security,,5,full_session,,,"For a Conference to Establish a New Security & Development Architecture —Plenary Session and Panel 1",,,,"For a Conference to Establish a New Security & Development Architecture —Plenary Session and Panel 1",0,"[{""speaker_raw"":""I. PLENARY SESSION (9:00 a.m. EDT)"",""person_key"":""i-plenary-session"",""affiliation"":"""",""country"":"""",""talk_title"":""""},{""speaker_raw"":""1) Helga Zepp-LaRouche; Founder, Schiller Institute: Welcome and Keynote, \""The Need for a New Paradigm\"""",""person_key"":""1-helga-zepp-larouche-founder"",""affiliation"":"""",""country"":"""",""talk_title"":""The Need for a New Paradigm""},{""speaker_raw"":""2) Amb. Anatoly Antonov, H.E. Ambassador Anatoly Antonov, Ambassador of The Russian Federation to the United States: \""Prospects for Building a New International Security Architecture\"""",""person_key"":""2-amb-anatoly-antonov"",""affiliation"":"""",""country"":"""",""talk_title"":""Prospects for Building a New International Security Architecture""},{""speaker_raw"":""3) Sam Pitroda; Innovator, Entrepreneur and Policy-Maker; U.S.\/India: \""The Need to Redesign the World\"""",""person_key"":""3-sam-pitroda-innovator"",""affiliation"":"""",""country"":"""",""talk_title"":""The Need to Redesign the World""},{""speaker_raw"":""5) Chen Xiaohan, Chinese People's Association for Peace and Disarmament: \""Shared Future of Mankind\"""",""person_key"":""5-chen-xiaohan"",""affiliation"":"""",""country"":"""",""talk_title"":""Shared Future of Mankind""},{""speaker_raw"":""7) P.S. Raghavan, Former Indian Ambassador to Russia: \""The Indian Perspective\"""",""person_key"":""7-p-s-raghavan"",""affiliation"":"""",""country"":"""",""talk_title"":""The Indian Perspective""},{""speaker_raw"":""II. ECONOMY (11:00 a.m. EDT)"",""person_key"":""ii-economy"",""affiliation"":"""",""country"":"""",""talk_title"":""""},{""speaker_raw"":""5) Fraydique Gaitán, President of the CTU USCTRAB Workers Confederation of Colombia; and Pedro Rubio, President of the Association of Officials of the General Accounting Office of Colombia: \""South America and the New Development Architecture.\"""",""person_key"":""5-fraydique-gaitan"",""affiliation"":"""",""country"":"""",""talk_title"":""South America and the New Development Architecture.""}]",,wp-era-b,1,1,"ordered agenda without valid times (fewer than 2 marks)",,
_9k2RlLGkMc,0,PLoHwt4KyUk5ATvAWizEGiwjFxfmuPUOB1,2022-april-2022-establish-security,,5,full_session,,,"For a Conference to Establish a New Security and Development Architecture—Panels 3 and 4",,,,"For a Conference to Establish a New Security and Development Architecture—Panels 3 and 4",0,"[{""speaker_raw"":""III. SECURITY (90 min.)"",""person_key"":""iii-security"",""affiliation"":"""",""country"":"""",""talk_title"":""""},{""speaker_raw"":""1) Jacques Cheminade; President, S&P, France: \""The Peace of Westphalia to Escape the Thucydides Trap\"""",""person_key"":""1-jacques-cheminade-president"",""affiliation"":"""",""country"":"""",""talk_title"":""The Peace of Westphalia to Escape the Thucydides Trap""},{""speaker_raw"":""IV. DEVELOPMENT (90 min.)"",""person_key"":""iv-development"",""affiliation"":"""",""country"":"""",""talk_title"":""""},{""speaker_raw"":""2) Helga Zepp-LaRouche: \""Operation Ibn Sina\"", Dipl. Ing. Daud Azimi - Board Member Peace National Front of Afghanistan: \""Afghanistan: Today's Urgent Economic and Political Imperatives\"""",""person_key"":""2-helga-zepp-larouche"",""affiliation"":"""",""country"":"""",""talk_title"":""Operation Ibn Sina""},{""speaker_raw"":""3) Princy Mthombeni; Communication Specialist, Africa4Nuclear Founder, South Africa: \""Energy Security for Africa\"""",""person_key"":""3-princy-mthombeni-communication-specialist"",""affiliation"":"""",""country"":"""",""talk_title"":""Energy Security for Africa""}]",,none,1,1,"ordered agenda without valid times (fewer than 2 marks)",,
zDNuhb-ViaM,0,PLoHwt4KyUk5ATvAWizEGiwjFxfmuPUOB1,2022-april-2022-establish-security,,5,full_session,,,"Conference Summary: To Establish a New Security and Development Architecture for All Nations",,,,"Conference Summary: To Establish a New Security and Development Architecture for All Nations",0,"[{""speaker_raw"":""Plenary Session"",""person_key"":""plenary-session"",""affiliation"":"""",""country"":"""",""talk_title"":""""},{""speaker_raw"":""Helga Zepp-LaRouche, Founder, The Schiller Institute; Welcome and Keynote Address: \""The Need for a New Paradigm.\"""",""person_key"":""helga-zepp-larouche"",""affiliation"":"""",""country"":"""",""talk_title"":""The Need for a New Paradigm.""},{""speaker_raw"":""H.E. Ambassador Anatoly Antonov, Ambassador of The Russian Federation to the United States: \""Prospects for Building a New International Security Architecture.\"""",""person_key"":""anatoly-antonov"",""affiliation"":"""",""country"":"""",""talk_title"":""Prospects for Building a New International Security Architecture.""},{""speaker_raw"":""Sam Pitroda (U.S.\/India), Innovator, Entrepreneur and Policy Maker: \""The Need to Redesign the World\"""",""person_key"":""sam-pitroda"",""affiliation"":"""",""country"":"""",""talk_title"":""The Need to Redesign the World""},{""speaker_raw"":""Jay Naidoo (South Africa), Cabinet Minister under President Nelson Mandela: \""The African Perspective\"""",""person_key"":""jay-naidoo"",""affiliation"":"""",""country"":"""",""talk_title"":""The African Perspective""},{""speaker_raw"":""Chen Xiaohan (China), Chinese People's Association for Peace and Disarmament: \""A Shared Future for Mankind\"""",""person_key"":""chen-xiaohan"",""affiliation"":"""",""country"":"""",""talk_title"":""A Shared Future for Mankind""},{""speaker_raw"":""Alessia Ruggeri (Italy), Spokeswoman of the Comitato per le Repubblica, trade unionist: \""For a Europe of the Fatherlands with the Peace of Westphalia\"""",""person_key"":""alessia-ruggeri"",""affiliation"":"""",""country"":"""",""talk_title"":""For a Europe of the Fatherlands with the Peace of Westphalia""},{""speaker_raw"":""Amb. P. S. Raghavan (India), former Indian Ambassador to The Russian Federation: \""The Indian Perspective.\"""",""person_key"":""p-s-raghavan"",""affiliation"":"""",""country"":"""",""talk_title"":""The Indian Perspective.""},{""speaker_raw"":""Dennis Small (U.S.), Ibero-American Editor, Executive Intelligence Review: \""The New Architecture: A Program to Prevent the Starvation of One Billion People Due to the Sanctions\"""",""person_key"":""dennis-small"",""affiliation"":"""",""country"":"""",""talk_title"":""The New Architecture: A Program to Prevent the Starvation of One Billion People Due to the Sanctions""},{""speaker_raw"":""Prof. Justin Yifu Lin (China), Dean, Institute of New Structural Economics; Dean, Institute of South-South Cooperation and Development; Honorary Dean, School of National Development, Peking University: \""China's BRI: The Rationale and Likely Impacts\"""",""person_key"":""justin-yifu-lin"",""affiliation"":"""",""country"":"""",""talk_title"":""China's BRI: The Rationale and Likely Impacts""},{""speaker_raw"":""Saeed Naqvi (India), Indian journalist, television commentator and interviewer: \""Media Role and Responsibility\"""",""person_key"":""saeed-naqvi"",""affiliation"":"""",""country"":"""",""talk_title"":""Media Role and Responsibility""},{""speaker_raw"":""Dr. George Koo (U.S.), retired Business Consultant; Chairman, Burlingame Foundation: \""U.S. Sanctions on Russia and China Are Suicide for the Dollar\"""",""person_key"":""george-koo"",""affiliation"":"""",""country"":"""",""talk_title"":""U.S. Sanctions on Russia and China Are Suicide for the Dollar""},{""speaker_raw"":""Fraydique Alexander Gaitán (Colombia), President of USCTRAB Trade Union Confederation of Colombia, and Pedro Rubio, Colombian trade union leader: \""South America and the New Development Architecture\"" Plenary Session"",""person_key"":""fraydique-alexander-gaitan"",""affiliation"":"""",""country"":"""",""talk_title"":""South America and the New Development Architecture""},{""speaker_raw"":""Jacques Cheminade (France) President, Solidarite et Progres: \""The Peace of Westphalia to Escape the Thucydides Trap\"""",""person_key"":""jacques-cheminade-president"",""affiliation"":"""",""country"":"""",""talk_title"":""The Peace of Westphalia to Escape the Thucydides Trap""},{""speaker_raw"":""Diogene Senny (Republic of Congo), President of the Pan African League UMOJA Congo: \""What Africa Expects from the World\"""",""person_key"":""diogene-senny"",""affiliation"":"""",""country"":"""",""talk_title"":""What Africa Expects from the World""},{""speaker_raw"":""Caleb Maupin (U.S.), Founder and Director, Center for Political Innovation: \""Security Effects of Unilateral Sanctions by the U.S. and the West\"""",""person_key"":""caleb-maupin"",""affiliation"":"""",""country"":"""",""talk_title"":""Security Effects of Unilateral Sanctions by the U.S. and the West""},{""speaker_raw"":""Mike Callicrate (U.S.), Kansas cattleman, policy advocate and founder and owner of Ranch Foods Direct: \""The Cartel Era is Over – More Sovereign Farmers, Food for All – Double World Food Production\"""",""person_key"":""mike-callicrate"",""affiliation"":"""",""country"":"""",""talk_title"":""The Cartel Era is Over – More Sovereign Farmers, Food for All – Double World Food Production""},{""speaker_raw"":""Dennis Speed (U.S.), Committee for the Coincidence of Opposites, author and long-time leader of the LaRouche movement: \""The Urgent Need for a World Health System\"""",""person_key"":""dennis-speed"",""affiliation"":"""",""country"":"""",""talk_title"":""The Urgent Need for a World Health System""},{""speaker_raw"":""Helga Zepp-LaRouche, Founder, The Schiller Institute: \""Operation Ibn Sina\"", and Dipl. Ing. Daud Azimi (Afghanistan), Board Member, Peace National Front of Afghanistan: \""Afghanistan: Today's Urgent Economic and Political Imperatives\"""",""person_key"":""helga-zepp-larouche"",""affiliation"":"""",""country"":"""",""talk_title"":""Operation Ibn Sina""},{""speaker_raw"":""Princy Mthombeni (South Africa), Communication Specialist, Founder, Africa4Nuclear: \""Energy Security for Africa\"""",""person_key"":""princy-mthombeni"",""affiliation"":"""",""country"":"""",""talk_title"":""Energy Security for Africa""}]",,none,1,1,"ordered agenda without valid times (fewer than 2 marks)",,
86fbTKH35O4,0,PLoHwt4KyUk5ATvAWizEGiwjFxfmuPUOB1,2022-april-2022-establish-security,,4,full_session,,,"A Call to Protect the Existence of Humanity from a NATO/Russia War",,,,"A Call to Protect the Existence of Humanity from a NATO/Russia War",0,,,none,0,1,"no marks, no agenda",,
uxT4mr6Kgzs,0,PLoHwt4KyUk5ATvAWizEGiwjFxfmuPUOB1,2022-april-2022-establish-security,,3,talk,,,"War Must Stop: ""Get off this command and control architecture""",war-must-stop,,,"""Get off this command and control architecture""",0,,,per-talk-video,0,1,"single speaker, whole video",,
U6cPUO5mIRo,0,PLoHwt4KyUk5ATvAWizEGiwjFxfmuPUOB1,2022-april-2022-establish-security,,5,full_session,,,"H.E. Ambassador Anatoly Antonov on Finding Solutions to Today's Crisis",,,,"H.E. Ambassador Anatoly Antonov on Finding Solutions to Today's Crisis",0,"[{""speaker_raw"":""H.E. Ambassador Anatoly Antonov, Ambassador of The Russian Federation to the United States, expresses his appreciation of the role of the Schiller Institute in finding a solution to today's crises."",""person_key"":""anatoly-antonov"",""affiliation"":"""",""country"":"""",""talk_title"":""""}]",,none,1,1,"ordered agenda without valid times (fewer than 2 marks)",,
GYWGRqiVfTE,0,PLoHwt4KyUk5ATvAWizEGiwjFxfmuPUOB1,2022-april-2022-establish-security,,5,full_session,,,"NATO and Russia Must Negotiate — As Mandela said, It always seems impossible until it's done",,,,"NATO and Russia Must Negotiate — As Mandela said, It always seems impossible until it's done",0,"[{""speaker_raw"":""Jay Naidoo, cabinet minister under President Nelson Mandela, stresses the urgent need for NATO and Russia to negotiate and end the war."",""person_key"":""jay-naidoo"",""affiliation"":"""",""country"":"""",""talk_title"":""""}]",,none,1,1,"ordered agenda without valid times (fewer than 2 marks)",,
xDvn3_c40Q8,0,PLoHwt4KyUk5ATvAWizEGiwjFxfmuPUOB1,2022-april-2022-establish-security,,5,full_session,,,"End the West's War Provocations with the Spirit of the Treaty of Westphalia",,,,"End the West's War Provocations with the Spirit of the Treaty of Westphalia",0,"[{""speaker_raw"":""Alessia Ruggeri, spokeswoman of the Comitato per la Repubblica, trade unionist (Italy), highlights the hypocrisy of the West discussing peace with Russia while supplying Ukraine with weapons. She adamantly supports a Treaty of Westphalia approach to find a solution to the increasingly dangerous situation the world is facing."",""person_key"":""alessia-ruggeri"",""affiliation"":"""",""country"":"""",""talk_title"":""""}]",,none,1,1,"ordered agenda without valid times (fewer than 2 marks)",,
QAQVSgXlkPk,0,PLoHwt4KyUk5ATvAWizEGiwjFxfmuPUOB1,2022-april-2022-establish-security,,5,full_session,,,"The Peace of Westphalia to Escape the Thucydides Trap",,,,"The Peace of Westphalia to Escape the Thucydides Trap",0,"[{""speaker_raw"":""Jacques Cheminade (France) President, Solidarite et Progres"",""person_key"":""jacques-cheminade-president"",""affiliation"":"""",""country"":"""",""talk_title"":""""}]",,none,1,1,"ordered agenda without valid times (fewer than 2 marks)",,
vajZT-cQhEQ,0,PLoHwt4KyUk5ATvAWizEGiwjFxfmuPUOB1,2022-april-2022-establish-security,,4,full_session,,,"Energy Security for Africa — Princy Mthombeni",,,,"Energy Security for Africa — Princy Mthombeni",0,,,none,0,1,"no marks, no agenda",,
25Dp8Hi5cBc,0,PLoHwt4KyUk5AOO0AlzyiRtLNaJrWIvQjw,2021-mankind-immortal-species,,4,full_session,,,"The Beauty of True Human Culture — Panel 4",,,,"The Beauty of True Human Culture — Panel 4",0,,,none,0,1,"no marks, no agenda",,
RuusNL-T_aY,0,PLoHwt4KyUk5AOO0AlzyiRtLNaJrWIvQjw,2021-mankind-immortal-species,,5,full_session,,,"The Art of Aesthetical Education",,,,"The Art of Aesthetical Education",0,"[{""speaker_raw"":""Helga Zepp-LaRouche (Germany), Founder and President of The Schiller Institute"",""person_key"":""helga-zepp-larouche"",""affiliation"":"""",""country"":"""",""talk_title"":""""},{""speaker_raw"":""Diane Sare (U.S.), The Schiller Institute"",""person_key"":""diane-sare"",""affiliation"":"""",""country"":"""",""talk_title"":""""},{""speaker_raw"":""Jacques Cheminade (France), President, Solidarité et Progrès"",""person_key"":""jacques-cheminade"",""affiliation"":"""",""country"":"""",""talk_title"":""""},{""speaker_raw"":""Xu Wang (China), Executive Dean of Boao Culture and Creativity Institute"",""person_key"":""xu-wang"",""affiliation"":"""",""country"":"""",""talk_title"":""""},{""speaker_raw"":""Prof. Zaher Wahab (Afghanistan), Professor Emeritus of Education; Former Advisor to the Afghanistan Minister of Higher Education"",""person_key"":""zaher-wahab"",""affiliation"":"""",""country"":"""",""talk_title"":""""},{""speaker_raw"":""Denise Rainey (U.S.), retired educator and principal, Rochester, N.Y."",""person_key"":""denise-rainey"",""affiliation"":"""",""country"":"""",""talk_title"":""""}]",,none,1,1,"ordered agenda without valid times (fewer than 2 marks)",,
gwaCEuJRWjc,0,PLoHwt4KyUk5AOO0AlzyiRtLNaJrWIvQjw,2021-mankind-immortal-species,,5,full_session,,,"Today's Strategic Crisis: A Terrible End or a New Paradigm? — Keynote address by Helga Zepp-LaRouche",,,,"Today's Strategic Crisis: A Terrible End or a New Paradigm? — Keynote address by Helga Zepp-LaRouche",0,"[{""speaker_raw"":""JOIN THE SCHILLER INSTITUTE: https:\/\/bit.ly\/join-si"",""person_key"":""join-the-schiller-institute-https-bit-ly-join-si"",""affiliation"":"""",""country"":"""",""talk_title"":""""}]",,none,1,1,"ordered agenda without valid times (fewer than 2 marks)",,
_-1N76f_iYU,0,PLoHwt4KyUk5AOO0AlzyiRtLNaJrWIvQjw,2021-mankind-immortal-species,,5,full_session,,,"Afghanistan:  Fulcrum for a New Paradigm",,,,"Afghanistan:  Fulcrum for a New Paradigm",0,"[{""speaker_raw"":""Helga Zepp-LaRouche, Ambassador Anna Evstigeeva, Pino Arlacchi, and Dr. Shah Mehrabi"",""person_key"":""helga-zepp-larouche"",""affiliation"":"""",""country"":"""",""talk_title"":""""},{""speaker_raw"":""JOIN THE SCHILLER INSTITUTE! https:\/\/bit.ly\/join-si"",""person_key"":""join-the-schiller-institute-https-bit-ly-join-si"",""affiliation"":"""",""country"":"""",""talk_title"":""""}]",,none,1,1,"ordered agenda without valid times (fewer than 2 marks)",,
efw9yTulB4A,0,PLoHwt4KyUk5AOO0AlzyiRtLNaJrWIvQjw,2021-mankind-immortal-species,,5,full_session,,,"Global Leaders Discuss: Can a Strategic Crisis Between the Major Powers Be Avoided?",,,,"Global Leaders Discuss: Can a Strategic Crisis Between the Major Powers Be Avoided?",0,"[{""speaker_raw"":""Helga Zepp-LaRouche, Founder and President of The Schiller Institute"",""person_key"":""helga-zepp-larouche"",""affiliation"":"""",""country"":"""",""talk_title"":""""},{""speaker_raw"":""Ms. Chen Xiaohan (China), Deputy Secretary General, The Chinese People's Association for Peace and Disarmament (CPAPD)"",""person_key"":""chen-xiaohan"",""affiliation"":"""",""country"":"""",""talk_title"":""""},{""speaker_raw"":""Ambassador Anna Evstigneeva (Russia), Deputy Permanent Representative, the Russian Federation Mission to the UN"",""person_key"":""anna-evstigneeva"",""affiliation"":"""",""country"":"""",""talk_title"":""""},{""speaker_raw"":""Dr. Andrey Kortunov (Russia), Director General, Russian International Affairs Council (RIAC)"",""person_key"":""andrey-kortunov"",""affiliation"":"""",""country"":"""",""talk_title"":""""},{""speaker_raw"":""Col. Richard H. Black (ret.) (U.S.), former State Senator; former Chief of the Army Criminal Law Division, Office of the Judge Advocate General, The Pentagon"",""person_key"":""richard-h-black"",""affiliation"":"""",""country"":"""",""talk_title"":""""},{""speaker_raw"":""Dr. George Koo (U.S.), Chairman, Burlingame Foundation; Retired international business consultant"",""person_key"":""george-koo"",""affiliation"":"""",""country"":"""",""talk_title"":""""},{""speaker_raw"":""Kirk Wiebe (U.S.), Senior Analyst (Ret.), U.S. National Security Agency (NSA), member, Veteran Intelligence Professionals for Sanity (VIPS)"",""person_key"":""kirk-wiebe"",""affiliation"":"""",""country"":"""",""talk_title"":""""}]",,none,1,1,"ordered agenda without valid times (fewer than 2 marks)",,
DrAfNEl5C-w,0,PLoHwt4KyUk5AOO0AlzyiRtLNaJrWIvQjw,2021-mankind-immortal-species,,5,full_session,,,"There Are No Limits to Growth in the Universe — Conference excerpts",,,,"There Are No Limits to Growth in the Universe — Conference excerpts",0,"[{""speaker_raw"":""Speakers include: Jason Ross, Dr. Augustinus Berkhout, Prof. Carl Otto Weiss, State Senator Mike Thompson, Adrian Badescu, Prof. Franco Battaglia, Dr. Kelvin Kemm."",""person_key"":""speakers-include-jason-ross"",""affiliation"":"""",""country"":"""",""talk_title"":""""}]",,none,1,1,"ordered agenda without valid times (fewer than 2 marks)",,
