legacy_id,tier,language,trid,date,slug,title,legacy_url,current_rule,current_type,yt_embeds,yt_embed_ids,yt_links,panel_headings,agenda_headings,speaker_lines,title_event,event_markers,conference_key,conf_source,conf_match_note,seg_covered,words,evidence,action_needed,needs_review,proposed_action,final_action,reviewer,notes
82662,B,en,155911,2021-11-30,video-there-are-no-limits-to-growth-in-the-universe-conference-excerpts,Video - There Are No Limits to Growth in the Universe — Conference excerpts,/blog/2021/11/30/video-there-are-no-limits-to-growth-in-the-universe-conference-excerpts/,R9,si_video,1,DrAfNEl5C-w,0,,,0,1,,2021-mankind-immortal-species,video-segmentation,,1/1,29,embeds video(s) already segmented under conference 2021-mankind-immortal-species,1,1,presentation,,,same-trid sibling(s) not flagged: 82668 — decide the whole group
86939,B,en,156662,2022-04-18,conference-summary-to-establish-a-new-security-and-development-architecture-for-all-nations,Conference Summary: To Establish a New Security and Development Architecture for All Nations,/blog/2022/04/18/conference-summary-to-establish-a-new-security-and-development-architecture-for-all-nations/,R9,post,1,zDNuhb-ViaM,0,,,0,1,,2022-april-2022-establish-security,video-segmentation,,1/1,37,embeds video(s) already segmented under conference 2022-april-2022-establish-security,1,1,presentation,,,same-trid sibling(s) not flagged: 87102 — decide the whole group
87124,B,en,156697,2022-04-26,a-call-to-protect-the-existence-of-humanity-from-a-nato-russia-war,Video: A Call to Protect the Existence of Humanity from a NATO/Russia War,/blog/2022/04/26/a-call-to-protect-the-existence-of-humanity-from-a-nato-russia-war/,R6,si_video,1,86fbTKH35O4,0,,,0,0,,2022-april-2022-establish-security,video-segmentation,,1/1,35,embeds video(s) already segmented under conference 2022-april-2022-establish-security,1,1,presentation,,,
87151,B,en,156701,2022-04-26,video-war-must-stop-get-off-this-command-and-control-architecture,"Video — War Must Stop: ""Get off this command and control architecture""",/blog/2022/04/26/video-war-must-stop-get-off-this-command-and-control-architecture/,R9,si_video,1,uxT4mr6Kgzs,1,,,0,0,,2022-april-2022-establish-security,video-segmentation,,1/1,66,embeds video(s) already segmented under conference 2022-april-2022-establish-security,1,1,presentation,,,
87165,B,en,156717,2022-04-26,video-h-e-ambassador-anatoly-antonov-on-finding-solutions-to-todays-crisis,Video: H.E. Ambassador Anatoly Antonov on Finding Solutions to Today's Crisis,/blog/2022/04/26/video-h-e-ambassador-anatoly-antonov-on-finding-solutions-to-todays-crisis/,R9,si_video,1,U6cPUO5mIRo,1,,,0,0,,2022-april-2022-establish-security,video-segmentation,,1/1,62,embeds video(s) already segmented under conference 2022-april-2022-establish-security,1,1,presentation,,,
87177,B,en,156734,2022-04-26,video-nato-and-russia-must-negotiate,Video: NATO and Russia Must Negotiate,/blog/2022/04/26/video-nato-and-russia-must-negotiate/,R9,si_video,1,GYWGRqiVfTE,1,,,0,0,,2022-april-2022-establish-security,video-segmentation,,1/1,53,embeds video(s) already segmented under conference 2022-april-2022-establish-security,1,1,presentation,,,
87190,B,en,156737,2022-04-26,video-end-the-wests-hypocrisy-with-the-spirit-of-the-treaty-of-westphalia,Video: End the West's Hypocrisy with the Spirit of the Treaty of Westphalia,/blog/2022/04/26/video-end-the-wests-hypocrisy-with-the-spirit-of-the-treaty-of-westphalia/,R9,si_video,1,xDvn3_c40Q8,1,,,0,0,,2022-april-2022-establish-security,video-segmentation,,1/1,78,embeds video(s) already segmented under conference 2022-april-2022-establish-security,1,1,presentation,,,
87266,B,en,156753,2022-04-29,87266,Video: The Peace of Westphalia to Escape the Thucydides Trap,/blog/2022/04/29/87266/,R9,si_video,1,QAQVSgXlkPk,1,,,0,0,,2022-april-2022-establish-security,video-segmentation,,1/1,60,embeds video(s) already segmented under conference 2022-april-2022-establish-security,1,1,presentation,,,
87366,B,en,156768,2022-05-02,video-energy-security-for-africa-princy-mthombeni,Video: Energy Security for Africa — Princy Mthombeni,/blog/2022/05/02/video-energy-security-for-africa-princy-mthombeni/,R9,si_video,1,vajZT-cQhEQ,1,,,0,0,,2022-april-2022-establish-security,video-segmentation,,1/1,32,embeds video(s) already segmented under conference 2022-april-2022-establish-security,1,1,presentation,,,
88535,B,en,156976,2022-06-21,video-helga-zepp-larouche-keynote-address-lets-win-mission-impossible-or-find-another-planet,Video: Helga Zepp-LaRouche Keynote Address: “Let’s Win Mission Impossible or Find Another Planet!”,/blog/2022/06/21/video-helga-zepp-larouche-keynote-address-lets-win-mission-impossible-or-find-another-planet/,R9,si_video,1,yjLDpnlXhek,0,,,0,0,,2022-there-peace-without-bankruptcy,video-segmentation,,1/1,13,embeds video(s) already segmented under conference 2022-there-peace-without-bankruptcy,1,1,presentation,,,
88548,B,en,156978,2022-06-21,video-ukraine-has-lost-the-war-but-thermonuclear-war-still-threatens,Video: Ukraine Has Lost the War: But Thermonuclear War Still Threatens,/blog/2022/06/21/video-ukraine-has-lost-the-war-but-thermonuclear-war-still-threatens/,R9,si_video,1,W_54M0muoJU,0,,,0,0,,2022-there-peace-without-bankruptcy,video-segmentation,,1/1,13,embeds video(s) already segmented under conference 2022-there-peace-without-bankruptcy,1,1,presentation,,,
88554,B,en,156981,2022-06-22,video-food-producers-roundtable-%c2%b7-science-and-culture-to-end-famine-principles-of-agriculture-productivity,Video: Food Producers Roundtable · Science and Culture to End Famine—Principles of Agriculture Productivity,/blog/2022/06/22/video-food-producers-roundtable-%c2%b7-science-and-culture-to-end-famine-principles-of-agriculture-productivity/,R9,si_video,1,ayqGRKnFZ8M,0,,,0,0,,2022-there-peace-without-bankruptcy,video-segmentation,,1/1,225,embeds video(s) already segmented under conference 2022-there-peace-without-bankruptcy,1,1,presentation,,,
88630,B,en,156993,2022-06-23,video-dont-be-afraid-to-kick-against-the-pricks-real-science-disproves-the-linear-non-threshold-lnt-radiation-myth,Video: Don't Be Afraid to 'Kick Against the Pricks'! — Real Science Disproves the Linear Non-Threshold (LNT) Radiation Myth,/blog/2022/06/23/video-dont-be-afraid-to-kick-against-the-pricks-real-science-disproves-the-linear-non-threshold-lnt-radiation-myth/,R9,si_video,1,ZQLy28eZgE0,0,,,0,0,,2022-there-peace-without-bankruptcy,video-segmentation,,1/1,274,embeds video(s) already segmented under conference 2022-there-peace-without-bankruptcy,1,1,presentation,,,
88788,B,de,157014,2022-06-28,this-july-4-declare-for-a-new-bretton-woods,"This July 4, Declare for A New Bretton Woods!!",/blog/2022/06/28/this-july-4-declare-for-a-new-bretton-woods/,R9,post,1,mVb1m8SqXTw,0,,,0,0,,2022-there-peace-without-bankruptcy,video-segmentation,,1/1,750,embeds video(s) already segmented under conference 2022-there-peace-without-bankruptcy,1,1,presentation,,,
88774,B,en,157014,2022-07-03,this-july-4-declare-for-a-new-bretton-woods,"This July 4, Declare for A New Bretton Woods!!",/blog/2022/07/03/this-july-4-declare-for-a-new-bretton-woods/,R9,post,1,mVb1m8SqXTw,0,,,0,0,,2022-there-peace-without-bankruptcy,video-segmentation,,1/1,777,embeds video(s) already segmented under conference 2022-there-peace-without-bankruptcy,1,1,presentation,,,
89379,B,en,157106,2022-07-23,schiller-institute-special-presentation-istanbuls-golden-opportunity-replace-sanctions-with-reason,Schiller Institute Special Presentation: Istanbul's Golden Opportunity —Replace Sanctions with Reason!,/blog/2022/07/23/schiller-institute-special-presentation-istanbuls-golden-opportunity-replace-sanctions-with-reason/,R9,si_video,1,K6ItCuu8xIo,0,,,0,0,edt,2022-there-peace-without-bankruptcy,video-segmentation,,1/1,191,embeds video(s) already segmented under conference 2022-there-peace-without-bankruptcy,1,1,presentation,,,
91238,B,en,157373,2022-09-12,universal-history-must-not-end-in-a-tragedy-helga-zepp-larouche-keynote-address,Universal History Must Not End in a Tragedy — Helga Zepp-LaRouche Keynote address,/blog/2022/09/12/universal-history-must-not-end-in-a-tragedy-helga-zepp-larouche-keynote-address/,R9,post,1,zDBkBKzU2_I,0,,,0,0,,2022-inspiring-humanity-survive-greatest,video-segmentation,,1/1,4032,embeds video(s) already segmented under conference 2022-inspiring-humanity-survive-greatest,1,1,presentation,,,same-trid sibling(s) not flagged: 91350 — decide the whole group
94429,B,en,157823,2023-01-14,ray-mcgovern-nevertheless-we-persist,"Ray McGovern — Nevertheless, We Persist",/blog/2023/01/14/ray-mcgovern-nevertheless-we-persist/,R9,post,1,Pt1OX6rhXiQ,1,,,0,0,,2023-january-stop-nato-world,video-segmentation,,1/1,1660,embeds video(s) already segmented under conference 2023-january-stop-nato-world,1,1,presentation,,,
94452,B,en,157828,2023-01-15,dennis-speed-freedom-from-fear-dr-martin-luther-king-confronts-the-international-assassination-bureau,Dennis Speed — Freedom From Fear: Dr. Martin Luther King Confronts the International Assassination Bureau,/blog/2023/01/15/dennis-speed-freedom-from-fear-dr-martin-luther-king-confronts-the-international-assassination-bureau/,R9,post,1,7O11ENxM-zA,0,,,0,0,,2023-january-stop-nato-world,video-segmentation,,1/1,2720,embeds video(s) already segmented under conference 2023-january-stop-nato-world,1,1,presentation,,,
94466,B,en,157830,2023-01-15,helga-zepp-larouche-why-is-germany-in-the-grip-of-war-mongers,Helga Zepp-LaRouche — Why is Germany in the Grip of War-Mongers?,/blog/2023/01/15/helga-zepp-larouche-why-is-germany-in-the-grip-of-war-mongers/,R9,post,1,AyoqE-z73YA,1,,,0,0,,2023-january-stop-nato-world,video-segmentation,,1/1,2513,embeds video(s) already segmented under conference 2023-january-stop-nato-world,1,1,presentation,,,same-trid sibling(s) not flagged: 94474 — decide the whole group
94644,B,en,157855,2023-01-28,conference-invitation-building-an-alternative-to-global-nato-world-citizens-unite,"Conference Invitation: Building an Alternative to Global NATO, World Citizens Unite!",/blog/2023/01/28/conference-invitation-building-an-alternative-to-global-nato-world-citizens-unite/,R9,post,1,y7xqXhMWDPg,0,,,0,1,est,2023-february-reason-annihilation-humanity,video-segmentation,,1/1,443,embeds video(s) already segmented under conference 2023-february-reason-annihilation-humanity,1,1,presentation,,,
94771,B,en,157873,2023-02-06,keynote-address-how-to-avoid-nuclear-war-the-nature-of-man,Keynote Address — How to Avoid Nuclear War: The Nature of Man,/blog/2023/02/06/keynote-address-how-to-avoid-nuclear-war-the-nature-of-man/,R9,post,1,ltNnL_1RmYU,0,,,0,0,,2023-february-reason-annihilation-humanity,video-segmentation,,1/1,2725,embeds video(s) already segmented under conference 2023-february-reason-annihilation-humanity,1,1,presentation,,,
99031,B,en,158774,2023-09-12,h-e-donald-ramotar-prospects-and-challenges-post-brics-summit,H.E. Donald Ramotar: “Prospects and Challenges post BRICS Summit”,/blog/2023/09/12/h-e-donald-ramotar-prospects-and-challenges-post-brics-summit/,R9,post,1,K9xiNZsefUs,0,,,0,1,,2023-strategic-situation-after-historic,video-segmentation,,1/1,1178,embeds video(s) already segmented under conference 2023-strategic-situation-after-historic,1,1,presentation,,,
99048,B,en,158777,2023-09-12,diane-sare-the-strategic-situation-after-the-historic-brics-summit,Diane Sare: The Strategic Situation After the Historic BRICS Summit,/blog/2023/09/12/diane-sare-the-strategic-situation-after-the-historic-brics-summit/,R9,post,1,rNI55NoKxJE,0,,,0,1,,2023-strategic-situation-after-historic,video-segmentation,,1/1,1499,embeds video(s) already segmented under conference 2023-strategic-situation-after-historic,1,1,presentation,,,
99063,B,en,158780,2023-09-12,helga-zepp-larouche-a-transformation-bigger-than-the-end-of-the-cold-war,Helga Zepp-LaRouche: A Transformation Bigger than the End of the Cold War,/blog/2023/09/12/helga-zepp-larouche-a-transformation-bigger-than-the-end-of-the-cold-war/,R3,si_video,1,Vl8LLv3VxzA,0,,,0,0,,2023-strategic-situation-after-historic,video-segmentation,,1/1,2431,embeds video(s) already segmented under conference 2023-strategic-situation-after-historic,1,1,presentation,,,
99110,B,en,158795,2023-09-15,larouche-to-mexican-students-2002-this-is-a-systemic-crisis-obviously-there-are-solutions,"LaRouche to Mexican Students, 2002: ""This Is a Systemic Crisis. Obviously, There Are Solutions!""",/blog/2023/09/15/larouche-to-mexican-students-2002-this-is-a-systemic-crisis-obviously-there-are-solutions/,R9,post,1,_2ppE7pXUD4,0,,,0,0,,2023-join-hands-global-majority,video-segmentation,,1/1,1855,embeds video(s) already segmented under conference 2023-join-hands-global-majority,1,1,presentation,,,
83568,C,en,156077,2022-01-05,interviews,Interviews,/blog/2022/01/05/interviews/,R9,post,17,dcp0TYx_eUI|xPqvkW4Lu04|QeRmOg3gMis|fhkDS-116wA|ms8huy06z74|5BuoU4uv-QA|ryw_gW6dI5g|ErxQAthwhzM|fc_OZJ7hsHw|P5j86d3wY18|_AHMlFTUSyY|Pm-61Pw9iCw|43wHU4M9uXE|B9rZR_4pFgQ|OfL_2qs7M50|hmQx-5q4v-E|RWkz2Ihg75c,0,,,0,0,,,,,0/17,296,17 embedded videos in one post,1,1,,,,
83697,C,de,156077,2022-01-07,interviews,Interviews,/blog/2022/01/07/interviews/,R9,post,12,RWkz2Ihg75c|B9rZR_4pFgQ|43wHU4M9uXE|Pm-61Pw9iCw|_AHMlFTUSyY|P5j86d3wY18|fc_OZJ7hsHw|ryw_gW6dI5g|ErxQAthwhzM|5BuoU4uv-QA|hmQx-5q4v-E|OfL_2qs7M50,0,,,0,0,,,,,0/12,221,12 embedded videos in one post,1,1,,,,
104575,C,de,159542,2024-09-26,ein-weiterer-schritt-naeher-an-der-nuklearen-apokalypse-deutschland-braucht-eine-neue-sicherheitsarchitektur,Ein weiterer Schritt näher an der nuklearen Apokalypse: Deutschland braucht eine neue Sicherheitsarchitektur,/blog/2024/09/26/ein-weiterer-schritt-naeher-an-der-nuklearen-apokalypse-deutschland-braucht-eine-neue-sicherheitsarchitektur/,R9,post,7,Ncsn050P7uA|Bt-eCHH3d54|ghitqYJgAdM|Kscv8g6Y6WI|zfJ88bgI9_0|FH2sT-KVJN0|fARP6mxFg_I,0,,,0,0,,,,,0/7,612,7 embedded videos in one post,1,1,,,,
74254,C,de,154395,2021-05-14,videos-sanktionen-sind-voelkerrechtswidrig,Videos - Sanktionen sind völkerrechtswidrig,/blog/2021/05/14/videos-sanktionen-sind-voelkerrechtswidrig/,R9,post,4,m34S186G7Q0|PGgVbSuIWCo|eH4xZKQIMWc|MS-LVlk6Q7A,0,,,0,0,,,,,0/4,107,4 embedded videos in one post,1,1,,,,
95663,C,de,158292,2023-03-01,alle-sanktionen-gegen-syrien-muessen-aufgehoben-und-die-us-besatzung-beendet-werden,Alle Sanktionen gegen Syrien müssen aufgehoben und die US-Besatzung beendet werden,/blog/2023/03/01/alle-sanktionen-gegen-syrien-muessen-aufgehoben-und-die-us-besatzung-beendet-werden/,R6,si_statement,4,9wuFvVbRAGM|zkaikEK0lzM|_XForIIt1xg|4lw-096trYY,0,,,0,0,,,,,0/4,1431,4 embedded videos in one post,1,1,,,,same-trid sibling(s) not flagged: 95632 — decide the whole group
116104,C,de,160760,2026-04-20,das-ende-der-500jaehrigen-kolonialepoche-fuer-einen-dialog-der-zivilisationen,Das Ende der 500jährigen Kolonialepoche - für einen Dialog der Zivilisationen,/blog/2026/04/20/das-ende-der-500jaehrigen-kolonialepoche-fuer-einen-dialog-der-zivilisationen/,R9,post,4,QAZwNu-1cqk|TgWkWh1ZKQc|doggil1k-UU|RTur7pujXVo,0,,,0,0,einladung,,,,0/4,1095,4 embedded videos in one post,1,1,,,,
32783,C,en,17926,2015-12-07,helga-zepp-larouche-addresses-japanese-business-leaders-on-urgent-need-for-world-land-bridge-to-end-war-tyranny-of-geopolitics,Helga Zepp-LaRouche Addresses Japanese Business Leaders on Urgent Need for World Land-Bridge To End War & Tyranny of Geopolitics,/blog/2015/12/07/helga-zepp-larouche-addresses-japanese-business-leaders-on-urgent-need-for-world-land-bridge-to-end-war-tyranny-of-geopolitics/,R9,post,3,XXX8n1Im7BM|dO7Rwrhv0HY|m3KEjEPMQuE,0,,,0,0,,,,,0/3,635,3 embedded videos in one post,1,1,,,,
32872,C,en,17936,2015-12-07,zepp-larouche-the-need-of-global-public-works-the-new-silk-road-becomes-the-world-land-bridge,ZEPP-LAROUCHE: THE NEED OF GLOBAL PUBLIC WORKS–THE NEW SILK ROAD BECOMES THE WORLD LAND-BRIDGE,/blog/2015/12/07/zepp-larouche-the-need-of-global-public-works-the-new-silk-road-becomes-the-world-land-bridge/,R9,post,3,XXX8n1Im7BM|dO7Rwrhv0HY|m3KEjEPMQuE,0,,,0,0,,,,,0/3,3442,3 embedded videos in one post,1,1,,,,same-trid sibling(s) not flagged: 33639 — decide the whole group
57324,C,en,20954,2020-01-05,virginia-schiller-chorus-draws-largest-crowd-new-years-day,Virginia Schiller Chorus Draws Its Largest Crowd New Year's Day,/blog/2020/01/05/virginia-schiller-chorus-draws-largest-crowd-new-years-day/,R9,post,3,JnkPeffq6Ek|G4VovUBZJZU|NOLfUN9TAj4,0,,,0,0,program of the,,,,0/3,528,3 embedded videos in one post,1,1,,,,
64456,C,en,22013,2020-11-19,beethoven-sparks-of-joy-no-14,Beethoven: Sparks of Joy - No. 14,/blog/2020/11/19/beethoven-sparks-of-joy-no-14/,R3,si_video,3,yut0tZftU10|IVX1Mz-kcfE|UFRjQ7LiL-U,0,,,0,0,,,,,0/3,480,3 embedded videos in one post,1,1,,,,
67682,C,en,84961,2021-01-26,beethoven-sparks-of-joy-don-giovanni-and-the-moonlight-sonata,"Beethoven: Sparks of Joy — Don Giovanni and the ""Moonlight"" Sonata",/blog/2021/01/26/beethoven-sparks-of-joy-don-giovanni-and-the-moonlight-sonata/,R3,si_video,3,EZsBi50VbXw|XPYjqz7nToY|oqnKwesvSGQ,0,,,0,0,,,,,0/3,121,3 embedded videos in one post,1,1,,,,
67740,C,en,84973,2021-01-27,beethoven-sparks-of-joy-the-diabelli-variations,Beethoven: Sparks of Joy — The Diabelli Variations,/blog/2021/01/27/beethoven-sparks-of-joy-the-diabelli-variations/,R3,si_video,3,XPYjqz7nToY|jeaIylLqxRM|l3qktiSzwMI,0,,,0,0,,,,,0/3,169,3 embedded videos in one post,1,1,,,,
67838,C,en,84991,2021-01-29,beethoven-sparks-of-joy-mozart-beethoven-a-musical-dialogue,"Beethoven: Sparks of Joy — Mozart-Beethoven, a musical dialogue",/blog/2021/01/29/beethoven-sparks-of-joy-mozart-beethoven-a-musical-dialogue/,R3,si_video,3,EZsBi50VbXw|XPYjqz7nToY|oqnKwesvSGQ,0,,,0,0,,,,,0/3,139,3 embedded videos in one post,1,1,,,,
95348,C,en,158257,2023-02-16,the-world-is-facing-ww3-how-do-we-save-the-world-a-twitter-space-with-kim-dotcom-and-helga-zepp-larouche,"The World Is Facing WW3, How Do We Save the World? — a Twitter Space with Kim Dotcom and Helga Zepp-LaRouche",/blog/2023/02/16/the-world-is-facing-ww3-how-do-we-save-the-world-a-twitter-space-with-kim-dotcom-and-helga-zepp-larouche/,R9,si_video,3,4aM_8RoxcBA|Jn4STJEGP3Y|qK9tLDeWBzs,0,,,0,0,,,,,0/3,17035,3 embedded videos in one post,1,1,,,,
61853,C,en,21602,2020-08-20,61853,Building a Worldwide “Chorus of Voices” for a Great Power Summit to Implement LaRouche’s Solution to the Crisis,/blog/2020/08/20/61853/,R9,post,1,PPHwI0rnLXk,0,,Closing Remarks,0,1,,,,,0/1,6618,event title + video + programme structure,1,1,,,,
77697,C,en,155049,2021-07-29,afghanistan-a-turning-point-in-history-after-the-failed-regime-change-era,Conference—Afghanistan: A Turning Point in History After the Failed Regime-Change Era,/blog/2021/07/29/afghanistan-a-turning-point-in-history-after-the-failed-regime-change-era/,R4,post,1,lCRtKKlfZQc,0,,Question and Answer Session|Discussion Period,1,1,,,,,0/1,655,event title + video + programme structure,1,1,,,,
97169,C,en,158496,2023-06-09,conference-the-world-needs-jfks-vision-of-peace,Conference: The World Needs JFK's Vision of Peace,/blog/2023/06/09/conference-the-world-needs-jfks-vision-of-peace/,R9,post,1,OcQuteY7KK0,0,,Q&A,0,1,cet|edt,,,,0/1,932,event title + video + programme structure,1,1,,,,
97442,C,en,158540,2023-07-11,july-8-9-schiller-institute-european-conference-summary,July 8-9 Schiller Institute European Conference Summary,/blog/2023/07/11/july-8-9-schiller-institute-european-conference-summary/,R9,post,1,fA_kjj2c0Qc,0,Panel II: Why It Is in the Strategic Interest of European Nations to Cooperate with the Global South,,0,1,,,,,0/1,2017,event title + video + programme structure,1,1,,,,
99795,C,en,158929,2023-11-20,emergency-forum-no-more-war-crimes-economic-development-not-depopulation,"Emergency Forum: No More War Crimes! Economic Development, Not Depopulation!",/blog/2023/11/20/emergency-forum-no-more-war-crimes-economic-development-not-depopulation/,R9,si_video,1,7WUxbeyR4U0,0,,Speakers,0,1,,,,,0/1,843,event title + video + programme structure,1,1,,,,same-trid sibling(s) not flagged: 99814 — decide the whole group
119262,C,en,161335,2026-07-22,grow-the-international-youth-movement-for-peace-through-development-schiller-institute-international-youth-conference,Grow the International Youth Movement for Peace through Development | Schiller Institute International Youth Conference,,,(unreviewed),1,Y3m0gfsrBjM,0,Keynote Speakers & Highlights,,0,1,register for,,,,0/1,286,event title + video + programme structure,1,1,,,,same-trid sibling(s) not flagged: 119684 — decide the whole group
37862,D,en,18398,2017-01-11,helga-zepp-larouche-lifts-stockholm-audience-sublime-schiller-instituteeir-seminar,Helga Zepp LaRouche Lifts Stockholm Audience to the Sublime at Schiller Institute/EIR seminar,/blog/2017/01/11/helga-zepp-larouche-lifts-stockholm-audience-sublime-schiller-instituteeir-seminar/,R3,si_video,1,cdl0Hxg_Ubc,0,,,0,1,,,,,0/1,9515,event title with weak body evidence,0,1,,,,
55358,D,en,20704,2017-05-15,55358,Participates in the Beijing Belt and Road Forum for International Cooperation,/blog/2017/05/15/55358/,R5.1,si_coverage,1,DBBi1Axcx-c,1,,,0,1,,,,,0/1,5130,event title with weak body evidence,0,1,,,,
42046,D,de,18783,2017-10-01,webcast-mit-helga-zepp-larouche-27-september-2017,Webcast mit Helga Zepp-LaRouche – 27. September 2017,/blog/2017/10/01/webcast-mit-helga-zepp-larouche-27-september-2017/,R9,si_video,1,vqTvWWzPOmU,0,,,0,1,,,,,0/1,1,event title with weak body evidence,0,1,,,,
42157,D,en,18796,2017-10-05,webcast-helga-zepp-larouche-october-5th-2017,"International Webcast with Helga Zepp-LaRouche - October 5th, 2017",/blog/2017/10/05/webcast-helga-zepp-larouche-october-5th-2017/,R9,si_video,1,N2GiDNECywg,0,,,0,1,,,,,0/1,127,event title with weak body evidence,0,1,,,,
42268,D,de,18811,2017-10-13,webcast-mit-helga-zepp-larouche-12-oktober-2017,Webcast mit Helga Zepp-LaRouche – 12. Oktober 2017,/blog/2017/10/13/webcast-mit-helga-zepp-larouche-12-oktober-2017/,R9,si_video,1,RwZlIGCl9nQ,0,,,0,1,,,,,0/1,184,event title with weak body evidence,0,1,,,,
42313,D,de,18817,2017-10-20,webcast-mit-helga-zepp-larouche-18-oktober-2017,Webcast mit Helga Zepp-LaRouche – 18. Oktober 2017,/blog/2017/10/20/webcast-mit-helga-zepp-larouche-18-oktober-2017/,R9,si_video,1,LPVICERF-9s,0,,,0,1,,,,,0/1,1,event title with weak body evidence,0,1,,,,
42880,D,de,18904,2017-11-09,trumps-asienreise-konnte-die-welt-verandern-webcast,Trumps Asienreise könnte die Welt verändern: Webcast,/blog/2017/11/09/trumps-asienreise-konnte-die-welt-verandern-webcast/,R9,si_video,1,WKqBcs6zd78,0,,,0,1,,,,,0/1,1,event title with weak body evidence,0,1,,,,
42985,D,en,18917,2017-11-11,neue-seidenstrase-bringt-dem-jemen-hoffnung,Zepp-LaRouche Addressed Diplomatic Seminar in Yemen,/blog/2017/11/11/neue-seidenstrase-bringt-dem-jemen-hoffnung/,R3,post,1,gnlHue8UlAo,0,,,0,1,,,,,0/1,536,event title with weak body evidence,1,1,,,,same-trid sibling(s) not flagged: 42978 — decide the whole group
43193,D,en,18946,2017-11-23,not-safe-waters-yet-webcast,Webcast: We are not in Safe Waters yet!,/blog/2017/11/23/not-safe-waters-yet-webcast/,R3,si_video,1,Zx-YnvAoYQo,0,,,0,1,,,,,0/1,218,event title with weak body evidence,0,1,,,,
43698,D,en,19020,2017-12-06,pace-quickens-world-land-bridge-mueller-must-go,"Webcast: As Pace quickens for World Land-Bridge, Mueller Must Go!",/blog/2017/12/06/pace-quickens-world-land-bridge-mueller-must-go/,R3,si_video,1,sHsZz7S3Nhk,0,,,0,1,,,,,0/1,266,event title with weak body evidence,0,1,,,,
43975,D,en,19064,2017-12-14,trump-announces-u-s-return-moon-need-larouches-four-laws-get,Webcast: Trump Announces U.S. Return to the Moon—Need LaRouche's Four Laws to Get There,/blog/2017/12/14/trump-announces-u-s-return-moon-need-larouches-four-laws-get/,R3,si_video,1,agG9LGHXreE,0,,,0,1,,,,,0/1,283,event title with weak body evidence,0,1,,,,
44073,D,en,19075,2017-12-19,mueller-investigation-criminality-open-time-now-end-reign-geopolitics,Webcast: Mueller Investigation Criminality in the Open: Time Now to End the Reign of Geopolitics,/blog/2017/12/19/mueller-investigation-criminality-open-time-now-end-reign-geopolitics/,R3,si_video,1,7_2kjDJmsFw,0,,,0,1,,,,,0/1,303,event title with weak body evidence,0,1,,,,
44481,D,en,19122,2017-12-27,new-silk-road-changing-world-u-s-must-join-2018,Webcast: The New Silk Road is Changing The World: The US Must Join!,/blog/2017/12/27/new-silk-road-changing-world-u-s-must-join-2018/,R3,si_video,1,qSvDI1QkMuE,0,,,0,1,,,,,0/1,300,event title with weak body evidence,0,1,,,,
44720,D,en,19154,2018-01-03,end-geopolitics-adopt-larouches-four-laws,"Webcast: End Geopolitics, Adopt LaRouche's 4 Laws",/blog/2018/01/03/end-geopolitics-adopt-larouches-four-laws/,R3,si_video,1,AGJp4siMIBE,0,,,0,1,,,,,0/1,312,event title with weak body evidence,0,1,,,,
44858,D,en,19176,2018-01-10,silk-road-spirit-inspires-frances-macron-will-reach-berlin-brussels,"Webcast: The ""Silk Road Spirit"" Inspires France's Macron: Will It Ream Berlin and Brussels?",/blog/2018/01/10/silk-road-spirit-inspires-frances-macron-will-reach-berlin-brussels/,R3,si_video,1,nk4bNhXdToQ,0,,,0,1,,,,,0/1,310,event title with weak body evidence,0,1,,,,
44931,D,en,19190,2018-01-17,time-shut-british-imperial-operations,Webcast: Time to Shut Down British Imperial Operations!,/blog/2018/01/17/time-shut-british-imperial-operations/,R3,si_video,1,hYV_0whG4h4,0,,,0,1,,,,,0/1,283,event title with weak body evidence,0,1,,,,
44965,D,de,19192,2018-01-17,webcast-zeit-die-imperialen-britischen-machenschaften-zu-beenden,"Webcast: Zeit, die imperialen britischen Machenschaften zu beenden!",/blog/2018/01/17/webcast-zeit-die-imperialen-britischen-machenschaften-zu-beenden/,R3,si_video,1,5uVuQi2V0rg,0,,,0,1,,,,,0/1,286,event title with weak body evidence,0,1,,,,
45149,D,en,19217,2018-01-24,crazed-neo-cons-put-war-agenda-russiagate-coup-effort-must-defeated,Webcast: Crazed Neo-Cons Put War on the Agenda: Russiagate Coup Effort Must Be Defeated,/blog/2018/01/24/crazed-neo-cons-put-war-agenda-russiagate-coup-effort-must-defeated/,R3,si_video,1,lAVngHhkhQg,0,,,0,1,,,,,0/1,286,event title with weak body evidence,0,1,,,,
45378,D,en,19259,2018-01-31,webcast-global-policy-increasingly-shaped-new-silk-road-time-u-s-join,Webcast: Global Policy Increasingly Shaped by New Silk Road - Time for U.S. to Join!,/blog/2018/01/31/webcast-global-policy-increasingly-shaped-new-silk-road-time-u-s-join/,R3,si_video,1,qOGdiarQssw,0,,,0,1,cet|est,,,,0/1,243,event title with weak body evidence,0,1,,,,
