legacy_id,title,current_type,status,date,lang,slug,proposed_type,confidence,decided_by,topics,region,campaign,series,person_hints,auto_apply,final_type,reviewer_note,note
49410,“Конец глобализации. На стратегическом перепутье «Четыре закона» Ларуша задают вектор развития”,post,publish,2016-12-20,ru,%d0%ba%d0%be%d0%bd%d0%b5%d1%86-%d0%b3%d0%bb%d0%be%d0%b1%d0%b0%d0%bb%d0%b8%d0%b7%d0%b0%d1%86%d0%b8%d0%b8-%d0%bd%d0%b0-%d1%81%d1%82%d1%80%d0%b0%d1%82%d0%b5%d0%b3%d0%b8%d1%87%d0%b5%d1%81%d0%ba,article,high,auto,,,,,,TRUE,,,deterministic: default (least-disruptive)
49444,Миропорядок. Взгляд Наталии Витренко.,post,publish,2015-12-23,ru,%d0%bc%d0%b8%d1%80%d0%be%d0%bf%d0%be%d1%80%d1%8f%d0%b4%d0%be%d0%ba-%d0%b2%d0%b7%d0%b3%d0%bb%d1%8f%d0%b4-%d0%bd%d0%b0%d1%82%d0%b0%d0%bb%d0%b8%d0%b8-%d0%b2%d0%b8%d1%82%d1%80%d0%b5%d0%bd%d0%ba%d0%be,article,high,auto,,,,,,TRUE,,,deterministic: default (least-disruptive)
49460,Webcast mit Helga Zepp-LaRouche – 31. Oktober 2018,post,publish,2018-11-01,de,webcast-mit-helga-zepp-larouche-31-oktober-2018,si_video,high,auto,,,,Weekly Webcast with HZL,Helga Zepp-LaRouche,TRUE,,,deterministic: webcast/video category
49467,Webcast: War or Peace — US Midterm Elections Hold the Key,post,publish,2018-11-01,en,webcast-war-or-peace-us-midterm-elections-hold-the-key,si_video,high,auto,,,,Weekly Webcast with HZL,,TRUE,,,deterministic: webcast/video category
49479,"Russian President Calls for World Order Where Each ""Unique Civilization Supplements and Enriches the Others""",post,publish,2018-11-03,en,russian-president-calls-for-world-order-where-each-unique-civilization-supplements-and-enriches-the-others,article,high,auto,New Silk Road & Great Projects,,,,,TRUE,,,deterministic: default (least-disruptive)
49483,Membership,page,publish,2018-11-04,en,membership,page,high,auto,,,,,,TRUE,,,deterministic: default (least-disruptive)
49486,Donation,page,publish,2018-11-04,en,donation,page,high,auto,,,,,,TRUE,,,deterministic: default (least-disruptive)
49493,FAO Chief Praises China for Worldwide Reduction of Hunger,post,publish,2018-11-05,en,fao-chief-praises-china-for-worldwide-reduction-of-hunger,article,high,auto,New Silk Road & Great Projects,,,,,TRUE,,,deterministic: default (least-disruptive)
49499,"Wir Schlafwandler: Haben wir daraus gelernt, wie es zum Ersten Weltkrieg kam?",post,draft,2018-11-05,de,,retire,medium,llm,,,,,,FALSE,,,empty-slug draft duplicate of published id 49500
49500,"Wir Schlafwandler: Haben wir daraus gelernt, wie es zum Ersten Weltkrieg kam?",post,publish,2018-11-05,de,wir-schlafwandler-haben-wir-daraus-gelernt-wie-es-zum-ersten-weltkrieg-kam,article,high,llm,Peace & Strategy; History & Method,,,,Helga Zepp-LaRouche,TRUE,,,
49509,WEBCAST MIT HELGA ZEPP-LAROUCHE – 7. NOVEMBER 2018,post,publish,2018-11-07,de,webcast-mit-helga-zepp-larouche-7-november-2018,si_video,high,auto,,,,Weekly Webcast with HZL,Helga Zepp-LaRouche,TRUE,,,deterministic: webcast/video category
49514,"Helga Zepp-LaRouche in Paris: ""It's now or never for the New Silk Road""",post,publish,2018-11-08,en,helga-zepp-larouche-in-paris-its-now-or-never-for-the-new-silk-road,si_video,high,auto,New Silk Road & Great Projects,Europe,,,,TRUE,,,deterministic: webcast/video category
49541,RIA Novosti berichtet über den Besuch von Helga Zepp-LaRouche in Moskau,post,draft,2018-11-08,de,,si_coverage,high,auto,,,,,Helga Zepp-LaRouche,TRUE,,,deterministic: coverage category
49542,RIA Novosti berichtet über den Besuch von Helga Zepp-LaRouche in Moskau,post,publish,2018-11-08,de,ria-novosti-berichtet-uber-den-besuch-von-helga-zepp-larouche-in-moskau,si_coverage,high,auto,,,,,Helga Zepp-LaRouche,TRUE,,,deterministic: coverage category
49545,Webcast: Use Trump's Victory to Build Momentum for the New Paradigm,post,publish,2018-11-08,en,webcast-use-trumps-victory-to-build-momentum-for-the-new-paradigm,si_video,high,auto,New Silk Road & Great Projects,,,Weekly Webcast with HZL,,TRUE,,,deterministic: webcast/video category
49558,RIA Novosti Covers Helga Zepp-LaRouche on British Meddling in US Elections,post,publish,2018-11-09,en,ria-novosti-covers-helga-zepp-larouche-on-british-meddling-in-us-elections,si_coverage,high,auto,Peace & Strategy,,,,,TRUE,,,deterministic: coverage category
49578,"Die tiefe moralische Krise des Westens, oder warum wir eine Renaissance der klassischen Kultur brauchen!",post,publish,2018-11-11,de,die-tiefe-moralische-krise-des-westens-oder-warum-wir-eine-renaissance-der-klassischen-kultur-brauchen,article,high,auto,New Paradigm,,,,Helga Zepp-LaRouche,TRUE,,,deterministic: default (least-disruptive)
49580,Vertreter des Schiller-Instituts spricht bei hochrangiger Konferenz in Beijing,post,draft,2018-11-13,de,,article,high,auto,,,,,,TRUE,,,deterministic: default (least-disruptive)
49581,Vertreter des Schiller-Instituts spricht bei hochrangiger Konferenz in Beijing,post,publish,2018-11-13,de,vertreter-des-schiller-instituts-spricht-bei-hochrangiger-konferenz-in-beijing,si_coverage,high,auto,New Silk Road & Great Projects,,,,,TRUE,,,deterministic: coverage category
49583,Schiller-Institut stellt französische Ausgabe der Weltlandbrücken-Studie vor,post,publish,2018-11-13,de,schiller-institut-stellt-franzosische-ausgabe-der-weltlandbrucken-studie-vor,article,high,auto,New Silk Road & Great Projects,,(campaign parent — retire),,,TRUE,,,deterministic: default (least-disruptive)
49585,The Schiller Institute's New Silk Road Dossier in French Presented in Paris,post,publish,2018-11-13,en,the-schiller-institutes-new-silk-road-dossier-in-french-presented-in-paris,article,high,auto,New Silk Road & Great Projects,Europe,,,,TRUE,,,deterministic: default (least-disruptive)
49586,"Schiller Representative Presents Eurasia Canal, Belt and Road to Shipowners in Athens",post,publish,2018-11-13,en,schiller-representative-presents-eurasia-canal-belt-and-road-to-shipowners-in-athens,article,high,auto,,,,,,TRUE,,,deterministic: default (least-disruptive)
49589,Schiller Institute Representative Addresses High Level Conference in Beijing,post,publish,2018-11-13,en,vertreter-des-schiller-instituts-spricht-bei-hochrangiger-konferenz-in-beijing,si_coverage,high,auto,New Silk Road & Great Projects,,,,,TRUE,,,deterministic: coverage category
49627,"Webcast: Missed Opportunity in France, Huge Potential at G20",post,publish,2018-11-15,en,webcast-missed-opportunity-in-france-huge-potential-at-g20,si_video,high,auto,,,,Weekly Webcast with HZL,,TRUE,,,deterministic: webcast/video category
49641,Webcast mit Helga Zepp-LaRouche – 14. November 2018,post,publish,2018-11-16,de,webcast-mit-helga-zepp-larouche-14-november-2018,si_video,high,auto,,,,Weekly Webcast with HZL,Helga Zepp-LaRouche,TRUE,,,deterministic: webcast/video category
49644,Xi Jinping: Der Weltraum ist der gemeinsame Reichtum der Menschheit,post,publish,2018-11-16,de,xi-jinping-der-weltraum-ist-der-gemeinsame-reichtum-der-menschheit,article,high,auto,,,,,,TRUE,,,deterministic: default (least-disruptive)
49646,Humanity Is At a Crossroads for a New Paradigm: A Dialogue with Helga Zepp-LaRouche,post,publish,2018-11-18,en,humanity-is-at-a-crossroads-for-a-new-paradigm-a-dialogue-with-helga-zepp-larouche,article,high,auto,,,,,Helga Zepp-LaRouche,TRUE,,,deterministic: default (least-disruptive)
49774,Neue Seidenstraße und Eurasienkanal vor Schiffseignern in Athen vorgestellt,post,publish,2018-11-13,de,schiller-representative-presents-eurasia-canal-belt-and-road-to-shipowners-in-athens,article,high,auto,,,,,,TRUE,,,deterministic: default (least-disruptive)
49800,Webcast mit Helga Zepp-LaRouche – 21. November 2018,post,draft,2018-11-22,en,,article,high,auto,,,,,,TRUE,,,deterministic: default (least-disruptive)
49801,Webcast mit Helga Zepp-LaRouche – 21. November 2018,post,publish,2018-11-22,de,webcast-mit-helga-zepp-larouche-21-november-2018,si_video,high,auto,,,,Weekly Webcast with HZL,Helga Zepp-LaRouche,TRUE,,,deterministic: webcast/video category
49883,Webcast: Only Mr. LaRouche's Program Can Reverse the Economic Breakdown,post,publish,2018-11-22,en,webcast-only-mr-larouches-program-can-reverse-the-economic-breakdown,si_video,high,auto,,,,Weekly Webcast with HZL,,TRUE,,,deterministic: webcast/video category
49896,Schiller Institute in Denmark testifies in Parliament,post,publish,2018-11-23,en,schiller-institute-in-denmark-testifies-in-parliament,article,high,auto,,Europe,,,,TRUE,,,deterministic: default (least-disruptive)
49936,Friedrich Schiller Birthday Concert: Awakening the Mind and Heart,post,publish,2018-11-23,en,friedrich-schiller-birthday-concert-awakening-the-mind-and-heart,article,high,auto,,North America,,,,TRUE,,,deterministic: default (least-disruptive)
49989,Sputnik France Covers Schiller Institute Nov 6 Paris conference,post,publish,2018-11-25,en,sputnik-france-covers-schiller-institute-nov-6-paris-conference,si_coverage,high,llm,New Silk Road & Great Projects,Europe,World Land-Bridge,,Maxime Perrotin | Sputnik France,TRUE,,,
50001,Presenting Our New “World Land-Bridge” Report in Portugal and Spain,post,publish,2018-11-27,en,presenting-our-new-world-land-bridge-report-in-portugal-and-spain,si_coverage,high,auto,New Silk Road & Great Projects,Ibero-America,,,,TRUE,,,deterministic: coverage category
50018,Schiller Institute Interviewed About Arctic Sea Shipping Routes,post,publish,2018-11-28,en,schiller-institute-interviewed-about-arctic-sea-shipping-routes,si_coverage,high,auto,New Silk Road & Great Projects,,,,,TRUE,,,deterministic: coverage category
50019,Zepp-LaRouche: U.K. Integrity Initiative Aims To Preserve British Control,post,publish,2018-11-28,en,zepp-larouche-u-k-integrity-initiative-aims-to-preserve-british-control,si_coverage,high,auto,Peace & Strategy,,,,,TRUE,,,deterministic: coverage category
50020,Zepp-LaRouche Covered in Russian Press: The BRITISH Meddled in the US Elections,post,publish,2018-11-28,en,zepp-larouche-covered-in-russian-press-the-british-meddled-in-the-us-elections,si_coverage,high,auto,Peace & Strategy,,,,,TRUE,,,deterministic: coverage category
50021,Sputnik News Interviews Schiller Institute About US Defense Policy,post,publish,2018-11-28,en,sputnik-news-interviews-schiller-institute-about-us-defense-policy,si_coverage,high,auto,Peace & Strategy,North America,,,,TRUE,,,deterministic: coverage category
50143,Webcast mit Helga Zepp-LaRouche – 28. November 2018,post,publish,2018-11-29,de,webcast-mit-helga-zepp-larouche-28-november-2018,si_video,high,auto,,,,Weekly Webcast with HZL,Helga Zepp-LaRouche,TRUE,,,deterministic: webcast/video category
50188,Webcast: Ukraine Provocations Staged to Cancel Trump-Putin Summit,post,publish,2018-11-29,en,webcast-ukraine-provocations-staged-to-cancel-trump-putin-summit,si_video,high,auto,,,,Weekly Webcast with HZL,,TRUE,,,deterministic: webcast/video category
50272,"Europa wird nur durch Kooperation, nicht Konfrontation bestehen können!",post,publish,2018-12-02,de,europa-wird-nur-durch-kooperation-nicht-konfrontation-bestehen-konnen,article,high,auto,,,,,Helga Zepp-LaRouche,TRUE,,,deterministic: default (least-disruptive)
50274,„Integrity Initiative“: Das Britische Empire und die Ukraine-Provokation,post,publish,2018-11-28,de,zepp-larouche-covered-in-russian-press-the-british-meddled-in-the-us-elections,si_coverage,high,auto,,,,,,TRUE,,,deterministic: coverage category
50298,"Webcast - The Battle Lines are Clear: New Paradigm, or Economic Chaos and War",post,publish,2018-12-06,en,webcast-the-battle-lines-are-clear-new-paradigm-or-economic-chaos-and-war,si_video,high,auto,,,,Weekly Webcast with HZL,,TRUE,,,deterministic: webcast/video category
50339,GELB-WESTEN-BEWEGUNG IN FRANKREICH HAT MASSENSTREIK-CHARAKTER,post,publish,2018-12-07,de,gelb-westen-bewegung-in-frankreich-hat-massenstreik-charakter,si_video,high,auto,,,,Weekly Webcast with HZL,Helga Zepp-LaRouche,TRUE,,,deterministic: webcast/video category
50344,"Songs of the New Silk Road Concert in Quincy, Massachusetts",post,publish,2018-12-12,en,songs-of-the-new-silk-road-concert-in-quincy-massachusetts,article,high,auto,,North America,,,,TRUE,,,deterministic: default (least-disruptive)
50416,Massenstreikprozeß und Regierungskrisen: Europa braucht eine Zukunftsvision!,post,publish,2018-12-12,de,massenstreikprozes-und-regierungskrisen-europa-braucht-eine-zukunftsvision,article,high,llm,Physical Economy,Europe,,,Helga Zepp-LaRouche,TRUE,,,
50437,Webcast—French Mass Strike Decimates Globalists and Climate Change Hoax,post,publish,2018-12-12,en,webcast-french-mass-strike-decimates-globalists-and-climate-change-hoax,si_video,high,auto,Energy & Environment,,,Weekly Webcast with HZL,,TRUE,,,deterministic: webcast/video category
50470,Macron kapituliert – Neoliberales Paradigma ist gescheitert,post,publish,2018-12-14,de,macron-kapituliert-neoliberales-paradigma-ist-gescheitert,si_video,high,auto,,,,Weekly Webcast with HZL,Helga Zepp-LaRouche,TRUE,,,deterministic: webcast/video category
50473,BRICS Group & Russian National Committee on BRICS Research Publish Article on Possible US/BRICS Cooperation,post,publish,2018-12-16,en,brics-group-russian-national-committee-on-brics-research-publish-article-on-possible-usbrics-cooperation,si_coverage,high,auto,New Silk Road & Great Projects,,,,,TRUE,,,deterministic: coverage category
50488,Friedrich Schiller Birthday Celebration Concert,post,publish,2018-12-19,en,friedrich-schiller-birthday-celebration-concert,article,high,auto,Classical Culture,North America,,,,TRUE,,,deterministic: default (least-disruptive)
50536,"Webcast—Lies About China, Russia & Trump Come from Neo-liberals Who Have Bankrupted Their Own System",post,publish,2018-12-20,en,webcast-lies-about-china-russia-trump-come-from-neo-liberals-who-have-bankrupted-their-own-system,si_video,high,auto,,,,Weekly Webcast with HZL,,TRUE,,,deterministic: webcast/video category
50650,Wer ist Lyndon LaRouche,post,draft,2018-12-21,de,,article,high,auto,,,,,,TRUE,,,deterministic: default (least-disruptive)
50651,Wer ist Lyndon LaRouche,post,publish,2018-12-21,de,wer-ist-lyndon-larouche,article,high,auto,,,,,,TRUE,,,deterministic: default (least-disruptive)
50656,Fakt oder Propaganda: Chinas wirtschaftliche Erfolgsgeschichte,post,publish,2018-12-21,de,fakt-oder-propaganda-chinas-wirtschaftliche-erfolgsgeschichte,si_video,high,auto,,,,Weekly Webcast with HZL,Helga Zepp-LaRouche,TRUE,,,deterministic: webcast/video category
50685,Our Activity,page,publish,2019-05-06,en,our-activity,page,high,auto,,,,,,TRUE,,,deterministic: default (least-disruptive)
50707,"Webcast: Trump Dumps British Empire's Agenda of Permanent War, Provokes Hysteria",post,publish,2018-12-27,en,webcast-trump-dumps-british-empires-agenda-of-permanent-war-provokes-hysteria,si_video,high,auto,,,,Weekly Webcast with HZL,,TRUE,,,deterministic: webcast/video category
50765,Trump macht sein Wahlversprechen wahr: Abzug der US-Truppen aus Syrien,post,publish,2018-12-29,de,trump-macht-sein-wahlversprechen-wahr-abzug-der-us-truppen-aus-syrien,article,high,auto,,,,,Helga Zepp-LaRouche,TRUE,,,deterministic: default (least-disruptive)
50767,New Year Message From Helga Zepp-LaRouche!,post,publish,2019-01-01,en,new-years-message-from-helga-zepp-larouche,si_video,high,auto,,,,,,TRUE,,,deterministic: webcast/video category
50843,2019 VERSPRICHT EINE WUNDERBARE ZUKUNFT - FALLS EUROPA MORALISCH DAFÜR FIT IST!,post,publish,2019-01-01,de,new-years-message-from-helga-zepp-larouche,article,high,auto,,,,,,TRUE,,,deterministic: default (least-disruptive)
50849,Neujahr 2019: Die Welt steht an einer historischen Wegscheide,post,publish,2019-01-02,de,neujahr-2019-die-welt-steht-an-einer-historischen-wegscheide,article,high,auto,,,,,Helga Zepp-LaRouche,TRUE,,,deterministic: default (least-disruptive)
51043,Schiller Institute Participates in Alexandrov Choir Commemoration,post,publish,2019-01-04,en,schiller-institute-participates-in-alexandrov-choir-commemoration,article,high,auto,Classical Culture,North America,,,,TRUE,,,deterministic: default (least-disruptive)
51112,Schiller Institute Community Choruses,page,publish,2019-02-04,en,choruses,page,high,auto,,,,,,TRUE,,,deterministic: default (least-disruptive)
51121,Schiller Institute Community Chorus,page,publish,2019-04-03,en,boston-chorus,page,high,auto,,,,,,TRUE,,,deterministic: default (least-disruptive)
51132,Helga Zepp-LaRouche,page,publish,2019-05-06,en,helga-zepp-larouche,page,high,auto,,,,,,TRUE,,,deterministic: default (least-disruptive)
51143,Renaissance of Classical Culture,page,draft,2019-01-07,en,,page,high,auto,,,,,,TRUE,,,deterministic: default (least-disruptive)
51162,Virginia Schiller Institute Chorus Rings in the New Year,post,publish,2019-01-10,en,virginia-schiller-institute-chorus-rings-in-the-new-year,article,high,auto,Classical Culture,North America,,,,TRUE,,,deterministic: default (least-disruptive)
51222,Webcast—The Underlying Positive World Dynamic the British Empire is Trying to Hide from You,post,publish,2019-01-11,en,webcast-the-underlying-positive-world-dynamic-the-british-empire-is-trying-to-hide-from-you,si_video,high,auto,Science & Space,,,Weekly Webcast with HZL,,TRUE,,,deterministic: webcast/video category
51268,TRUMPS SYRIEN-ABZUG EBNET WEG ZU INTERNATIONALER KOOPERATION,post,publish,2019-01-14,de,trumps-syrien-abzug-ebnet-weg-zu-internationaler-kooperation,si_video,high,auto,,,,Weekly Webcast with HZL,,TRUE,,,deterministic: webcast/video category
51274,Die Überraschungen des Jahres 2017 aus weltpolitischer Sicht,post,publish,2017-03-16,de,die-uberraschungen-des-jahres-2017-aus-weltpolitischer-sicht-2,article,high,auto,,,,,,TRUE,,,deterministic: default (least-disruptive)
51389,Webcast—Brits Panic grows; Will Trump’s Missile Defense Plan Become LaRouche and Reagan’s SDI?,post,publish,2019-01-19,en,webcast-brits-panic-grows-will-trumps-missile-defense-plan-become-larouche-and-reagans-sdi,si_video,high,auto,Science & Space,,,Weekly Webcast with HZL,,TRUE,,,deterministic: webcast/video category
51435,BREXIT-DEBAKEL ENTLARVT BRITISCHES EMPIRE ALS SCHEITERNDES GLOBALES INQUSITIONSGERICHT,post,publish,2019-01-21,de,brexit-debakel-entlarvt-britisches-empire-als-scheiterndes-globales-inqusitionsgericht,si_video,high,auto,,,,Weekly Webcast with HZL,Helga Zepp-LaRouche,TRUE,,,deterministic: webcast/video category
51440,Philippines Case Proves China ‘Debt Trap’ Is Fake News,post,publish,2019-01-24,en,philippines-case-proves-china-debt-trap-is-fake-news,article,high,auto,New Silk Road & Great Projects,,,,,TRUE,,,deterministic: default (least-disruptive)
51452,Switzerland Clearly Opts for New Silk Road,post,publish,2019-01-26,en,switzerland-clearly-opts-for-new-silk-road,article,high,auto,New Silk Road & Great Projects,,,,,TRUE,,,deterministic: default (least-disruptive)
51464,Das Beispiel Philippinen zeigt: Chinas Schuldenfalle ist Fake News!,post,draft,2019-01-26,de,,article,high,auto,,,,,,TRUE,,,deterministic: default (least-disruptive)
51466,Das Beispiel Philippinen zeigt: Chinas Schuldenfalle ist Fake News!,post,publish,2019-01-24,de,philippines-case-proves-china-debt-trap-is-fake-news,article,high,auto,New Silk Road & Great Projects,,,,,TRUE,,,deterministic: default (least-disruptive)
51470,Webcast—The British Empire that Jailed LaRouche 30 Years Ago is Same Apparatus Assaulting the Trump Presidency Today!,post,publish,2019-01-27,en,webcast-the-british-empire-that-jailed-larouche-30-years-ago-is-same-apparatus-assaulting-the-trump-presidency-today,si_video,high,auto,,,,Weekly Webcast with HZL,,TRUE,,,deterministic: webcast/video category
51510,Versuchter Putsch in Venezuela – Bürgerkriegsgefahr!,post,draft,2019-01-28,en,,article,high,auto,,,,,,TRUE,,,deterministic: default (least-disruptive)
51511,Versuchter Putsch in Venezuela – Bürgerkriegsgefahr!,post,publish,2019-01-28,de,versuchter-putsch-in-venezuela-burgerkriegsgefahr,article,high,auto,,,,,,TRUE,,,deterministic: default (least-disruptive)
51626,Czech President Endorsing New Silk Road,post,publish,2019-01-29,en,czech-president-endorsing-new-silk-road,article,high,auto,New Silk Road & Great Projects,,,,,TRUE,,,deterministic: default (least-disruptive)
51648,Die Schweiz wählt die Neue Seidenstraße,post,publish,2019-01-26,de,switzerland-clearly-opts-for-new-silk-road,article,high,llm,New Silk Road & Great Projects,Europe,,,,TRUE,,,
51651,"World Food Program Head Praises China, as Greatest ‘Success Story’ in Ending Hunger",post,publish,2019-01-29,en,world-food-program-head-praises-china-as-greatest-success-story-in-ending-hunger,article,high,auto,New Silk Road & Great Projects,,,,,TRUE,,,deterministic: default (least-disruptive)
51703,Lift Every Voice: Towards a Renaissance of Classical Culture,post,publish,2019-01-30,en,lift-every-voice-towards-a-renaissance-of-classical-culture,article,high,auto,Classical Culture,North America,,,,TRUE,,,deterministic: default (least-disruptive)
51741,"Webcast—To Shut Down the Coup Against Trump, Exonerate LaRouche",post,publish,2019-01-31,en,webcast-to-shut-down-the-coup-against-trump-exonerate-larouche,si_video,high,auto,(General news — retire; topic from co-cats),,,Weekly Webcast with HZL,,TRUE,,,deterministic: webcast/video category
51774,Nepal Pushes for Expanding Belt and Road Initiative,post,publish,2019-02-01,en,nepal-pushes-for-expanding-belt-and-road-initiative,article,high,auto,New Silk Road & Great Projects,,,,,TRUE,,,deterministic: default (least-disruptive)
51952,ROGER STONE BEKOMMT DIE LAROUCHE-'BEHANDLUNG',post,draft,2019-02-03,de,roger-stone-bekommt-die-larouche-behandlung,si_video,high,auto,,,,Weekly Webcast with HZL,Helga Zepp-LaRouche,TRUE,,,deterministic: webcast/video category
51954,US-CHINESISCHES HANDELSABKOMMEN STEHT VOR DEM ABSCHLUSS,post,publish,2019-02-03,de,us-chinesisches-handelsabkommen-steht-vor-dem-abschluss,si_video,high,auto,,,,Weekly Webcast with HZL,Helga Zepp-LaRouche,TRUE,,,deterministic: webcast/video category
51958,Tschechischer Staatspräsident befürwortet die Neue Seidenstraße,post,publish,2019-01-29,de,czech-president-endorsing-new-silk-road,article,high,auto,New Silk Road & Great Projects,,,,,TRUE,,,deterministic: default (least-disruptive)
51961,Vorsitzender des Welternährungsprogramms nennt China größte „Erfolgsgeschichte“ bei der Beseitigung von Hunger,post,publish,2019-01-29,de,world-food-program-head-praises-china-as-greatest-success-story-in-ending-hunger,article,high,auto,New Silk Road & Great Projects,,,,,TRUE,,,deterministic: default (least-disruptive)
51964,Nepal drängt auf Ausdehnung der Seidenstraßeninitiative (BRI),post,publish,2019-02-01,de,nepal-pushes-for-expanding-belt-and-road-initiative,article,high,auto,New Silk Road & Great Projects,,,,,TRUE,,,deterministic: default (least-disruptive)
52006,"Lyndon H. LaRouche, Jr.—1922-2019, A Talent Well Spent",post,publish,2019-02-13,en,lyndon-h-larouche-jr-1922-2019-a-talent-well-spent,article,high,auto,(General news — retire; topic from co-cats),,,,,TRUE,,,deterministic: default (least-disruptive)
52020,Lyndon H. LaRouche jr. (1922-2019): Ein wohlgenutztes Talent,post,publish,2019-02-13,de,lyndon-h-larouche-jr-1922-2019-a-talent-well-spent,article,high,auto,(General news — retire; topic from co-cats),,,,,TRUE,,,deterministic: default (least-disruptive)
52027,Prospects for East-West Collaboration: The Russian Federation’s View,post,publish,2019-02-19,en,prospects-for-east-west-collaboration-the-russian-federations-view,si_presentation,high,llm,Peace & Strategy,Eurasia,,,Vassily A. Nebenzia | Permanent Representative of the Russian Federation to the UN,TRUE,,,message presented to conference by Counsellor Theodore Strzhizhovskiy
52052,"Conference: Let Us Create a New, More Human Epoch for Mankind",post,publish,2019-02-19,en,let-us-create-a-new-more-human-epoch-for-mankind-panels-1-3,si_conference,high,llm,New Paradigm,,,,Lyndon LaRouche; Helga Zepp-LaRouche,TRUE,,,
52119,The Belt and Road Comes to a Neighborhood Near You,post,publish,2019-02-21,en,the-belt-and-road-comes-to-a-neighborhood-near-you,article,high,auto,New Silk Road & Great Projects,,,,,TRUE,,,deterministic: default (least-disruptive)
52250,Sputnik Interviews Helga Zepp-LaRouche on INF Crisis,post,publish,2019-02-22,en,sputnik-interviews-helga-zepp-larouche-on-inf-crisis,si_coverage,high,auto,Peace & Strategy,,,,,TRUE,,,deterministic: coverage category
52264,"Lyndon H. LaRouche, Jr. (1922–2019)",post,publish,2019-02-25,en,lyndon-h-larouche-jr-1922-2019,article,high,auto,,,,,,TRUE,,,deterministic: default (least-disruptive)
52285,"Create a New Epoch for Mankind • February 16, 2019",page,publish,2019-02-27,en,conference-let-us-create-a-new-more-human-epoch-for-mankind,page,high,auto,,,,,,TRUE,,,deterministic: default (least-disruptive)
52304,"Konferenz: Schaffen wir eine neue, menschlichere Epoche für die Menschheit",post,publish,2019-02-19,de,let-us-create-a-new-more-human-epoch-for-mankind-panels-1-3,si_conference,high,llm,New Paradigm,,,,Lyndon LaRouche; Helga Zepp-LaRouche; Dennis Speed,TRUE,,,German version of id 52052
52319,"Nachruf auf Lyndon H. LaRouche, Jr. (1922–2019)",post,publish,2019-02-25,de,lyndon-h-larouche-jr-1922-2019,article,high,auto,,,,,,TRUE,,,deterministic: default (least-disruptive)
52327,Webcast—Defeat the Murderous British Empire — Raise Mankind to a New Level of Creative Thinking,post,publish,2019-03-01,en,webcast-defeat-the-murderous-british-empire-raise-mankind-to-a-new-level-of-creative-thinking,si_video,high,auto,,,,Weekly Webcast with HZL,,TRUE,,,deterministic: webcast/video category
52355,Nur ein neues Paradigma wird die regionalen Konflikte überwinden,post,publish,2019-03-01,de,nur-ein-neues-paradigma-wird-die-regionalen-konflikte-uberwinden,si_video,high,auto,,,,Weekly Webcast with HZL,,TRUE,,,deterministic: webcast/video category
52358,Seminar des Schiller-Instituts in Berlin: Kooperation statt Konfrontation mit China,post,publish,2019-03-06,de,seminar-des-schiller-instituts-in-berlin-kooperation-statt-konfrontation-mit-china,article,high,auto,,,,,,TRUE,,,deterministic: default (least-disruptive)
52391,Poles Enter Intense Cooperation with Huawei,post,publish,2019-03-06,en,poles-enter-intense-cooperation-with-huawei,article,high,auto,New Silk Road & Great Projects; Physical Economy & Development,,,,,TRUE,,,deterministic: default (least-disruptive)
52406,Messages of Condolence on the Passing of Lyndon LaRouche (1922 – 2019),post,publish,2019-03-07,en,messages-of-condolence-on-the-passing-of-lyndon-larouche-1922-2019,article,high,auto,,,,,,TRUE,,,deterministic: default (least-disruptive)
52418,"Webcast—Italy joins with China in battle for the New Paradigm, Geopoliticians Flip!",post,publish,2019-03-07,en,webcast-italy-joins-with-china-in-battle-for-the-new-paradigm-geopoliticians-flip,si_video,high,auto,New Silk Road & Great Projects,,,Weekly Webcast with HZL,,TRUE,,,deterministic: webcast/video category
52453,Webcast—Italien tritt Chinas Neuer Seidenstraße bei! Kriegsfraktion reagiert hysterisch.,post,publish,2019-03-07,de,webcast-italy-joins-with-china-in-battle-for-the-new-paradigm-geopoliticians-flip,si_video,high,auto,New Silk Road & Great Projects,,,Weekly Webcast with HZL,,TRUE,,,deterministic: webcast/video category
52458,Kondolenzerklärungen zum Tod von Lyndon LaRouche (1922 – 2019),post,publish,2019-03-07,de,messages-of-condolence-on-the-passing-of-lyndon-larouche-1922-2019,si_coverage,high,auto,,,,,,TRUE,,,deterministic: coverage category
52463,Italy's Conte to Sign MOU on Belt and Road During Xi Jinping's Visit,post,publish,2019-03-10,en,52463,article,high,auto,New Silk Road & Great Projects,,,,,TRUE,,,deterministic: default (least-disruptive)
52483,Second Belt and Road Forum To Be Held in Beijing in Late April,post,publish,2019-03-12,en,second-belt-and-road-forum-to-be-held-in-beijing-in-late-april,article,high,auto,New Silk Road & Great Projects; (General news — retire; topic from co-cats),,,,,TRUE,,,deterministic: default (least-disruptive)
52497,Movisol Conference on BRI in Milan,post,publish,2019-03-14,en,preliminary-report-movisol-conference-on-bri-in-milan,si_video,high,auto,New Silk Road & Great Projects,Europe,,,,TRUE,,,deterministic: webcast/video category
52548,"Webcast—Neocons Move to Box Trump In, While Italy Points Toward the New Paradigm",post,publish,2019-03-15,en,webcast-neocons-move-to-box-trump-in-while-italy-points-toward-the-new-paradigm,si_video,high,auto,New Silk Road & Great Projects,,,Weekly Webcast with HZL,,TRUE,,,deterministic: webcast/video category
